,Source Name,Comment[ENA_SAMPLE],Comment[BioSD_SAMPLE],Characteristics[organism],Characteristics[individual],Characteristics[age],Unit[time unit],Term Source REF,Term Accession Number,Characteristics[sex],Characteristics[developmental stage],Characteristics[disease],Characteristics[organism part],Characteristics[sampling site],Characteristics[protocol],Material Type,Protocol REF,Protocol REF.1,Protocol REF.2,Protocol REF.3,Extract Name,Material Type.1,Comment[LIBRARY_LAYOUT],Comment[LIBRARY_SELECTION],Comment[LIBRARY_SOURCE],Comment[LIBRARY_STRAND],Comment[LIBRARY_STRATEGY],Comment[ORIENTATION],Comment[cdna read],Comment[cdna read offset],Comment[cdna read size],Comment[cell barcode offset],Comment[cell barcode read],Comment[cell barcode size],Comment[end bias],Comment[input molecule],Comment[library construction],Comment[primer],Comment[sample barcode offset],Comment[sample barcode read],Comment[sample barcode size],Comment[single cell isolation],Comment[spike in],Comment[umi barcode offset],Comment[umi barcode read],Comment[umi barcode size],Protocol REF.4,Performer,Assay Name,Technology Type,Comment[ENA_EXPERIMENT],Scan Name,Comment[SUBMITTED_FILE_NAME],Comment[ENA_RUN],Comment[FASTQ_URI],Comment[READ_TYPE],Comment[READ_INDEX],Protocol REF.5,Protocol REF.6,Derived Array Data File,Factor Value[developmental stage],Factor Value[sampling site],Factor Value[protocol]
128,5891STDY9030810_CS_GEX,ERS20107613,SAMEA115651520,Homo sapiens,HDBR15279||HDBR15280,9~11,week,EFO,UO_0000034,,,normal,lung,whole lung,10x 5' v1,cell,P-MTAB-117812,P-MTAB-117816,P-MTAB-117817,P-MTAB-143755,5891STDY9030810_CS_GEX,RNA,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,first strand,OTHER,5'-3'-3'-5',read2,0.0,91.0,0.0,read1,16.0,5 prime tag,polyA RNA,10x 5' v1,oligo-dT,0.0,index1,8.0,10x technology,none,16.0,read1,10.0,P-MTAB-117819,Wellcome Sanger,5891STDY9030810_CS_GEX,sequencing assay,ERX12519430,5891STDY9030810_S1_L001_R2_001.fastq.gz,5891STDY9030810_S1_L001_R2_001.fastq.gz,ERR13148111,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR131/ERR13148111/5891STDY9030810_S1_L001_R2_001.fastq.gz,single,read2,P-MTAB-143756,P-MTAB-143757,5891STDY9030810.tar.gz,,whole lung,10x 5' v1
129,SIGAA10_CS_3'v2,ERS20107614,SAMEA115651521,Homo sapiens,HDBRL13927,14,week,EFO,UO_0000034,male,14th week post-fertilization human stage,normal,lung,whole lung,10x 3' v2,cell,P-MTAB-117812,P-MTAB-117814,P-MTAB-117815,P-MTAB-143755,SIGAA10_CS_3'v2,RNA,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,first strand,OTHER,5'-3'-3'-5',read2,0.0,98.0,0.0,read1,16.0,3 prime tag,polyA RNA,10x 3' v2,oligo-dT,0.0,index1,8.0,10x technology,none,16.0,read1,10.0,P-MTAB-117819,Wellcome Sanger,SIGAA10_CS_3'v2,sequencing assay,ERX12519431,SIGAA10_S1_L001_I1_001.fastq.gz,SIGAA10_S1_L001_I1_001.fastq.gz,ERR13148144,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR131/ERR13148144/SIGAA10_S1_L001_I1_001.fastq.gz,sample_barcode,index1,P-MTAB-143756,P-MTAB-143757,SIGAA10.tar.gz,14th week post-fertilization human stage,whole lung,10x 3' v2
130,SIGAA10_CS_3'v2,ERS20107614,SAMEA115651521,Homo sapiens,HDBRL13927,14,week,EFO,UO_0000034,male,14th week post-fertilization human stage,normal,lung,whole lung,10x 3' v2,cell,P-MTAB-117812,P-MTAB-117814,P-MTAB-117815,P-MTAB-143755,SIGAA10_CS_3'v2,RNA,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,first strand,OTHER,5'-3'-3'-5',read2,0.0,98.0,0.0,read1,16.0,3 prime tag,polyA RNA,10x 3' v2,oligo-dT,0.0,index1,8.0,10x technology,none,16.0,read1,10.0,P-MTAB-117819,Wellcome Sanger,SIGAA10_CS_3'v2,sequencing assay,ERX12519431,SIGAA10_S1_L001_R1_001.fastq.gz,SIGAA10_S1_L001_R1_001.fastq.gz,ERR13148144,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR131/ERR13148144/SIGAA10_S1_L001_R1_001.fastq.gz,"cell_barcode, umi_barcode",read1,P-MTAB-143756,P-MTAB-143757,SIGAA10.tar.gz,14th week post-fertilization human stage,whole lung,10x 3' v2
131,SIGAA10_CS_3'v2,ERS20107614,SAMEA115651521,Homo sapiens,HDBRL13927,14,week,EFO,UO_0000034,male,14th week post-fertilization human stage,normal,lung,whole lung,10x 3' v2,cell,P-MTAB-117812,P-MTAB-117814,P-MTAB-117815,P-MTAB-143755,SIGAA10_CS_3'v2,RNA,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,first strand,OTHER,5'-3'-3'-5',read2,0.0,98.0,0.0,read1,16.0,3 prime tag,polyA RNA,10x 3' v2,oligo-dT,0.0,index1,8.0,10x technology,none,16.0,read1,10.0,P-MTAB-117819,Wellcome Sanger,SIGAA10_CS_3'v2,sequencing assay,ERX12519431,SIGAA10_S1_L001_R2_001.fastq.gz,SIGAA10_S1_L001_R2_001.fastq.gz,ERR13148144,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR131/ERR13148144/SIGAA10_S1_L001_R2_001.fastq.gz,single,read2,P-MTAB-143756,P-MTAB-143757,SIGAA10.tar.gz,14th week post-fertilization human stage,whole lung,10x 3' v2
132,SIGAB10_CS_3'v2,ERS20107615,SAMEA115651522,Homo sapiens,HDBRL13929,17,week,EFO,UO_0000034,male,17th week post-fertilization human stage,XYY genotype,lung,whole lung,10x 3' v2,cell,P-MTAB-117812,P-MTAB-117814,P-MTAB-117815,P-MTAB-143755,SIGAB10_CS_3'v2,RNA,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,first strand,OTHER,5'-3'-3'-5',read2,0.0,98.0,0.0,read1,16.0,3 prime tag,polyA RNA,10x 3' v2,oligo-dT,0.0,index1,8.0,10x technology,none,16.0,read1,10.0,P-MTAB-117819,Wellcome Sanger,SIGAB10_CS_3'v2,sequencing assay,ERX12519432,SIGAB10_S1_L001_R2_001.fastq.gz,SIGAB10_S1_L001_R2_001.fastq.gz,ERR13148163,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR131/ERR13148163/SIGAB10_S1_L001_R2_001.fastq.gz,single,read2,P-MTAB-143756,P-MTAB-143757,SIGAB10.tar.gz,17th week post-fertilization human stage,whole lung,10x 3' v2
133,SIGAB10_CS_3'v2,ERS20107615,SAMEA115651522,Homo sapiens,HDBRL13929,17,week,EFO,UO_0000034,male,17th week post-fertilization human stage,XYY genotype,lung,whole lung,10x 3' v2,cell,P-MTAB-117812,P-MTAB-117814,P-MTAB-117815,P-MTAB-143755,SIGAB10_CS_3'v2,RNA,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,first strand,OTHER,5'-3'-3'-5',read2,0.0,98.0,0.0,read1,16.0,3 prime tag,polyA RNA,10x 3' v2,oligo-dT,0.0,index1,8.0,10x technology,none,16.0,read1,10.0,P-MTAB-117819,Wellcome Sanger,SIGAB10_CS_3'v2,sequencing assay,ERX12519432,SIGAB10_S1_L001_I1_001.fastq.gz,SIGAB10_S1_L001_I1_001.fastq.gz,ERR13148163,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR131/ERR13148163/SIGAB10_S1_L001_I1_001.fastq.gz,sample_barcode,index1,P-MTAB-143756,P-MTAB-143757,SIGAB10.tar.gz,17th week post-fertilization human stage,whole lung,10x 3' v2
134,SIGAB10_CS_3'v2,ERS20107615,SAMEA115651522,Homo sapiens,HDBRL13929,17,week,EFO,UO_0000034,male,17th week post-fertilization human stage,XYY genotype,lung,whole lung,10x 3' v2,cell,P-MTAB-117812,P-MTAB-117814,P-MTAB-117815,P-MTAB-143755,SIGAB10_CS_3'v2,RNA,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,first strand,OTHER,5'-3'-3'-5',read2,0.0,98.0,0.0,read1,16.0,3 prime tag,polyA RNA,10x 3' v2,oligo-dT,0.0,index1,8.0,10x technology,none,16.0,read1,10.0,P-MTAB-117819,Wellcome Sanger,SIGAB10_CS_3'v2,sequencing assay,ERX12519432,SIGAB10_S1_L001_R1_001.fastq.gz,SIGAB10_S1_L001_R1_001.fastq.gz,ERR13148163,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR131/ERR13148163/SIGAB10_S1_L001_R1_001.fastq.gz,"cell_barcode, umi_barcode",read1,P-MTAB-143756,P-MTAB-143757,SIGAB10.tar.gz,17th week post-fertilization human stage,whole lung,10x 3' v2
135,SIGAC10_CS_3'v2,ERS20107616,SAMEA115651523,Homo sapiens,HDBRL13930,20,week,EFO,UO_0000034,female,20th week post-fertilization human stage,normal,lung,whole lung,10x 3' v2,cell,P-MTAB-117812,P-MTAB-117814,P-MTAB-117815,P-MTAB-143755,SIGAC10_CS_3'v2,RNA,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,first strand,OTHER,5'-3'-3'-5',read2,0.0,98.0,0.0,read1,16.0,3 prime tag,polyA RNA,10x 3' v2,oligo-dT,0.0,index1,8.0,10x technology,none,16.0,read1,10.0,P-MTAB-117819,Wellcome Sanger,SIGAC10_CS_3'v2,sequencing assay,ERX12519433,SIGAC10_S1_L001_R2_001.fastq.gz,SIGAC10_S1_L001_R2_001.fastq.gz,ERR13148137,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR131/ERR13148137/SIGAC10_S1_L001_R2_001.fastq.gz,single,read2,P-MTAB-143756,P-MTAB-143757,SIGAC10.tar.gz,20th week post-fertilization human stage,whole lung,10x 3' v2
136,SIGAC10_CS_3'v2,ERS20107616,SAMEA115651523,Homo sapiens,HDBRL13930,20,week,EFO,UO_0000034,female,20th week post-fertilization human stage,normal,lung,whole lung,10x 3' v2,cell,P-MTAB-117812,P-MTAB-117814,P-MTAB-117815,P-MTAB-143755,SIGAC10_CS_3'v2,RNA,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,first strand,OTHER,5'-3'-3'-5',read2,0.0,98.0,0.0,read1,16.0,3 prime tag,polyA RNA,10x 3' v2,oligo-dT,0.0,index1,8.0,10x technology,none,16.0,read1,10.0,P-MTAB-117819,Wellcome Sanger,SIGAC10_CS_3'v2,sequencing assay,ERX12519433,SIGAC10_S1_L001_I1_001.fastq.gz,SIGAC10_S1_L001_I1_001.fastq.gz,ERR13148137,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR131/ERR13148137/SIGAC10_S1_L001_I1_001.fastq.gz,sample_barcode,index1,P-MTAB-143756,P-MTAB-143757,SIGAC10.tar.gz,20th week post-fertilization human stage,whole lung,10x 3' v2
137,SIGAC10_CS_3'v2,ERS20107616,SAMEA115651523,Homo sapiens,HDBRL13930,20,week,EFO,UO_0000034,female,20th week post-fertilization human stage,normal,lung,whole lung,10x 3' v2,cell,P-MTAB-117812,P-MTAB-117814,P-MTAB-117815,P-MTAB-143755,SIGAC10_CS_3'v2,RNA,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,first strand,OTHER,5'-3'-3'-5',read2,0.0,98.0,0.0,read1,16.0,3 prime tag,polyA RNA,10x 3' v2,oligo-dT,0.0,index1,8.0,10x technology,none,16.0,read1,10.0,P-MTAB-117819,Wellcome Sanger,SIGAC10_CS_3'v2,sequencing assay,ERX12519433,SIGAC10_S1_L001_R1_001.fastq.gz,SIGAC10_S1_L001_R1_001.fastq.gz,ERR13148137,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR131/ERR13148137/SIGAC10_S1_L001_R1_001.fastq.gz,"cell_barcode, umi_barcode",read1,P-MTAB-143756,P-MTAB-143757,SIGAC10.tar.gz,20th week post-fertilization human stage,whole lung,10x 3' v2
138,SIGAE6_CS_3'v2,ERS20107617,SAMEA115651524,Homo sapiens,HDBRL14079,13,week,EFO,UO_0000034,male,13th week post-fertilization human stage,normal,lung,whole lung,10x 3' v2,cell,P-MTAB-117812,P-MTAB-117814,P-MTAB-117815,P-MTAB-143755,SIGAE6_CS_3'v2,RNA,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,first strand,OTHER,5'-3'-3'-5',read2,0.0,98.0,0.0,read1,16.0,3 prime tag,polyA RNA,10x 3' v2,oligo-dT,0.0,index1,8.0,10x technology,none,16.0,read1,10.0,P-MTAB-117819,Wellcome Sanger,SIGAE6_CS_3'v2,sequencing assay,ERX12519434,SIGAE6_S1_L001_R2_001.fastq.gz,SIGAE6_S1_L001_R2_001.fastq.gz,ERR13148119,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR131/ERR13148119/SIGAE6_S1_L001_R2_001.fastq.gz,single,read2,P-MTAB-143756,P-MTAB-143757,SIGAE6.tar.gz,13th week post-fertilization human stage,whole lung,10x 3' v2
139,SIGAE6_CS_3'v2,ERS20107617,SAMEA115651524,Homo sapiens,HDBRL14079,13,week,EFO,UO_0000034,male,13th week post-fertilization human stage,normal,lung,whole lung,10x 3' v2,cell,P-MTAB-117812,P-MTAB-117814,P-MTAB-117815,P-MTAB-143755,SIGAE6_CS_3'v2,RNA,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,first strand,OTHER,5'-3'-3'-5',read2,0.0,98.0,0.0,read1,16.0,3 prime tag,polyA RNA,10x 3' v2,oligo-dT,0.0,index1,8.0,10x technology,none,16.0,read1,10.0,P-MTAB-117819,Wellcome Sanger,SIGAE6_CS_3'v2,sequencing assay,ERX12519434,SIGAE6_S1_L001_I1_001.fastq.gz,SIGAE6_S1_L001_I1_001.fastq.gz,ERR13148119,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR131/ERR13148119/SIGAE6_S1_L001_I1_001.fastq.gz,sample_barcode,index1,P-MTAB-143756,P-MTAB-143757,SIGAE6.tar.gz,13th week post-fertilization human stage,whole lung,10x 3' v2
140,SIGAE6_CS_3'v2,ERS20107617,SAMEA115651524,Homo sapiens,HDBRL14079,13,week,EFO,UO_0000034,male,13th week post-fertilization human stage,normal,lung,whole lung,10x 3' v2,cell,P-MTAB-117812,P-MTAB-117814,P-MTAB-117815,P-MTAB-143755,SIGAE6_CS_3'v2,RNA,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,first strand,OTHER,5'-3'-3'-5',read2,0.0,98.0,0.0,read1,16.0,3 prime tag,polyA RNA,10x 3' v2,oligo-dT,0.0,index1,8.0,10x technology,none,16.0,read1,10.0,P-MTAB-117819,Wellcome Sanger,SIGAE6_CS_3'v2,sequencing assay,ERX12519434,SIGAE6_S1_L001_R1_001.fastq.gz,SIGAE6_S1_L001_R1_001.fastq.gz,ERR13148119,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR131/ERR13148119/SIGAE6_S1_L001_R1_001.fastq.gz,"cell_barcode, umi_barcode",read1,P-MTAB-143756,P-MTAB-143757,SIGAE6.tar.gz,13th week post-fertilization human stage,whole lung,10x 3' v2
141,SIGAF6_CS_3'v2,ERS20107618,SAMEA115651525,Homo sapiens,HDBRL14080,15,week,EFO,UO_0000034,female,15th week post-fertilization human stage,normal,lung,whole lung,10x 3' v2,cell,P-MTAB-117812,P-MTAB-117814,P-MTAB-117815,P-MTAB-143755,SIGAF6_CS_3'v2,RNA,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,first strand,OTHER,5'-3'-3'-5',read2,0.0,98.0,0.0,read1,16.0,3 prime tag,polyA RNA,10x 3' v2,oligo-dT,0.0,index1,8.0,10x technology,none,16.0,read1,10.0,P-MTAB-117819,Wellcome Sanger,SIGAF6_CS_3'v2,sequencing assay,ERX12519435,SIGAF6_S1_L001_I1_001.fastq.gz,SIGAF6_S1_L001_I1_001.fastq.gz,ERR13148131,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR131/ERR13148131/SIGAF6_S1_L001_I1_001.fastq.gz,sample_barcode,index1,P-MTAB-143756,P-MTAB-143757,SIGAF6.tar.gz,15th week post-fertilization human stage,whole lung,10x 3' v2
142,SIGAF6_CS_3'v2,ERS20107618,SAMEA115651525,Homo sapiens,HDBRL14080,15,week,EFO,UO_0000034,female,15th week post-fertilization human stage,normal,lung,whole lung,10x 3' v2,cell,P-MTAB-117812,P-MTAB-117814,P-MTAB-117815,P-MTAB-143755,SIGAF6_CS_3'v2,RNA,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,first strand,OTHER,5'-3'-3'-5',read2,0.0,98.0,0.0,read1,16.0,3 prime tag,polyA RNA,10x 3' v2,oligo-dT,0.0,index1,8.0,10x technology,none,16.0,read1,10.0,P-MTAB-117819,Wellcome Sanger,SIGAF6_CS_3'v2,sequencing assay,ERX12519435,SIGAF6_S1_L001_R1_001.fastq.gz,SIGAF6_S1_L001_R1_001.fastq.gz,ERR13148131,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR131/ERR13148131/SIGAF6_S1_L001_R1_001.fastq.gz,"cell_barcode, umi_barcode",read1,P-MTAB-143756,P-MTAB-143757,SIGAF6.tar.gz,15th week post-fertilization human stage,whole lung,10x 3' v2
143,SIGAF6_CS_3'v2,ERS20107618,SAMEA115651525,Homo sapiens,HDBRL14080,15,week,EFO,UO_0000034,female,15th week post-fertilization human stage,normal,lung,whole lung,10x 3' v2,cell,P-MTAB-117812,P-MTAB-117814,P-MTAB-117815,P-MTAB-143755,SIGAF6_CS_3'v2,RNA,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,first strand,OTHER,5'-3'-3'-5',read2,0.0,98.0,0.0,read1,16.0,3 prime tag,polyA RNA,10x 3' v2,oligo-dT,0.0,index1,8.0,10x technology,none,16.0,read1,10.0,P-MTAB-117819,Wellcome Sanger,SIGAF6_CS_3'v2,sequencing assay,ERX12519435,SIGAF6_S1_L001_R2_001.fastq.gz,SIGAF6_S1_L001_R2_001.fastq.gz,ERR13148131,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR131/ERR13148131/SIGAF6_S1_L001_R2_001.fastq.gz,single,read2,P-MTAB-143756,P-MTAB-143757,SIGAF6.tar.gz,15th week post-fertilization human stage,whole lung,10x 3' v2
144,SIGAG12_CS_3'v2,ERS20107619,SAMEA115651526,Homo sapiens,HDBRL14103,13,week,EFO,UO_0000034,male,13th week post-fertilization human stage,normal,lung,whole lung,10x 3' v2,cell,P-MTAB-117812,P-MTAB-117814,P-MTAB-117815,P-MTAB-143755,SIGAG12_CS_3'v2,RNA,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,first strand,OTHER,5'-3'-3'-5',read2,0.0,98.0,0.0,read1,16.0,3 prime tag,polyA RNA,10x 3' v2,oligo-dT,0.0,index1,8.0,10x technology,none,16.0,read1,10.0,P-MTAB-117819,Wellcome Sanger,SIGAG12_CS_3'v2,sequencing assay,ERX12519436,SIGAG12_S1_L001_I1_001.fastq.gz,SIGAG12_S1_L001_I1_001.fastq.gz,ERR13148114,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR131/ERR13148114/SIGAG12_S1_L001_I1_001.fastq.gz,sample_barcode,index1,P-MTAB-143756,P-MTAB-143757,SIGAG12.tar.gz,13th week post-fertilization human stage,whole lung,10x 3' v2
145,SIGAG12_CS_3'v2,ERS20107619,SAMEA115651526,Homo sapiens,HDBRL14103,13,week,EFO,UO_0000034,male,13th week post-fertilization human stage,normal,lung,whole lung,10x 3' v2,cell,P-MTAB-117812,P-MTAB-117814,P-MTAB-117815,P-MTAB-143755,SIGAG12_CS_3'v2,RNA,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,first strand,OTHER,5'-3'-3'-5',read2,0.0,98.0,0.0,read1,16.0,3 prime tag,polyA RNA,10x 3' v2,oligo-dT,0.0,index1,8.0,10x technology,none,16.0,read1,10.0,P-MTAB-117819,Wellcome Sanger,SIGAG12_CS_3'v2,sequencing assay,ERX12519436,SIGAG12_S1_L001_R1_001.fastq.gz,SIGAG12_S1_L001_R1_001.fastq.gz,ERR13148114,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR131/ERR13148114/SIGAG12_S1_L001_R1_001.fastq.gz,"cell_barcode, umi_barcode",read1,P-MTAB-143756,P-MTAB-143757,SIGAG12.tar.gz,13th week post-fertilization human stage,whole lung,10x 3' v2
146,SIGAG12_CS_3'v2,ERS20107619,SAMEA115651526,Homo sapiens,HDBRL14103,13,week,EFO,UO_0000034,male,13th week post-fertilization human stage,normal,lung,whole lung,10x 3' v2,cell,P-MTAB-117812,P-MTAB-117814,P-MTAB-117815,P-MTAB-143755,SIGAG12_CS_3'v2,RNA,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,first strand,OTHER,5'-3'-3'-5',read2,0.0,98.0,0.0,read1,16.0,3 prime tag,polyA RNA,10x 3' v2,oligo-dT,0.0,index1,8.0,10x technology,none,16.0,read1,10.0,P-MTAB-117819,Wellcome Sanger,SIGAG12_CS_3'v2,sequencing assay,ERX12519436,SIGAG12_S1_L001_R2_001.fastq.gz,SIGAG12_S1_L001_R2_001.fastq.gz,ERR13148114,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR131/ERR13148114/SIGAG12_S1_L001_R2_001.fastq.gz,single,read2,P-MTAB-143756,P-MTAB-143757,SIGAG12.tar.gz,13th week post-fertilization human stage,whole lung,10x 3' v2
147,SIGAG6_CS_3'v2,ERS20107620,SAMEA115651527,Homo sapiens,HDBRL14081,21,week,EFO,UO_0000034,female,21st week post-fertilization human stage,normal,lung,whole lung,10x 3' v2,cell,P-MTAB-117812,P-MTAB-117814,P-MTAB-117815,P-MTAB-143755,SIGAG6_CS_3'v2,RNA,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,first strand,OTHER,5'-3'-3'-5',read2,0.0,98.0,0.0,read1,16.0,3 prime tag,polyA RNA,10x 3' v2,oligo-dT,0.0,index1,8.0,10x technology,none,16.0,read1,10.0,P-MTAB-117819,Wellcome Sanger,SIGAG6_CS_3'v2,sequencing assay,ERX12519437,SIGAG6_S1_L001_R1_001.fastq.gz,SIGAG6_S1_L001_R1_001.fastq.gz,ERR13148132,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR131/ERR13148132/SIGAG6_S1_L001_R1_001.fastq.gz,"cell_barcode, umi_barcode",read1,P-MTAB-143756,P-MTAB-143757,SIGAG6.tar.gz,21st week post-fertilization human stage,whole lung,10x 3' v2
148,SIGAG6_CS_3'v2,ERS20107620,SAMEA115651527,Homo sapiens,HDBRL14081,21,week,EFO,UO_0000034,female,21st week post-fertilization human stage,normal,lung,whole lung,10x 3' v2,cell,P-MTAB-117812,P-MTAB-117814,P-MTAB-117815,P-MTAB-143755,SIGAG6_CS_3'v2,RNA,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,first strand,OTHER,5'-3'-3'-5',read2,0.0,98.0,0.0,read1,16.0,3 prime tag,polyA RNA,10x 3' v2,oligo-dT,0.0,index1,8.0,10x technology,none,16.0,read1,10.0,P-MTAB-117819,Wellcome Sanger,SIGAG6_CS_3'v2,sequencing assay,ERX12519437,SIGAG6_S1_L001_R2_001.fastq.gz,SIGAG6_S1_L001_R2_001.fastq.gz,ERR13148132,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR131/ERR13148132/SIGAG6_S1_L001_R2_001.fastq.gz,single,read2,P-MTAB-143756,P-MTAB-143757,SIGAG6.tar.gz,21st week post-fertilization human stage,whole lung,10x 3' v2
149,SIGAG6_CS_3'v2,ERS20107620,SAMEA115651527,Homo sapiens,HDBRL14081,21,week,EFO,UO_0000034,female,21st week post-fertilization human stage,normal,lung,whole lung,10x 3' v2,cell,P-MTAB-117812,P-MTAB-117814,P-MTAB-117815,P-MTAB-143755,SIGAG6_CS_3'v2,RNA,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,first strand,OTHER,5'-3'-3'-5',read2,0.0,98.0,0.0,read1,16.0,3 prime tag,polyA RNA,10x 3' v2,oligo-dT,0.0,index1,8.0,10x technology,none,16.0,read1,10.0,P-MTAB-117819,Wellcome Sanger,SIGAG6_CS_3'v2,sequencing assay,ERX12519437,SIGAG6_S1_L001_I1_001.fastq.gz,SIGAG6_S1_L001_I1_001.fastq.gz,ERR13148132,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR131/ERR13148132/SIGAG6_S1_L001_I1_001.fastq.gz,sample_barcode,index1,P-MTAB-143756,P-MTAB-143757,SIGAG6.tar.gz,21st week post-fertilization human stage,whole lung,10x 3' v2
150,SIGAH10_CS_3'v2,ERS20107621,SAMEA115651528,Homo sapiens,HDBRL14102,11,week,EFO,UO_0000034,male,11th week post-fertilization human stage,normal,lung,whole lung,10x 3' v2,cell,P-MTAB-117812,P-MTAB-117814,P-MTAB-117815,P-MTAB-143755,SIGAH10_CS_3'v2,RNA,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,first strand,OTHER,5'-3'-3'-5',read2,0.0,98.0,0.0,read1,16.0,3 prime tag,polyA RNA,10x 3' v2,oligo-dT,0.0,index1,8.0,10x technology,none,16.0,read1,10.0,P-MTAB-117819,Wellcome Sanger,SIGAH10_CS_3'v2,sequencing assay,ERX12519438,SIGAH10_S1_L001_R1_001.fastq.gz,SIGAH10_S1_L001_R1_001.fastq.gz,ERR13148101,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR131/ERR13148101/SIGAH10_S1_L001_R1_001.fastq.gz,"cell_barcode, umi_barcode",read1,P-MTAB-143756,P-MTAB-143757,SIGAH10.tar.gz,11th week post-fertilization human stage,whole lung,10x 3' v2
151,SIGAH10_CS_3'v2,ERS20107621,SAMEA115651528,Homo sapiens,HDBRL14102,11,week,EFO,UO_0000034,male,11th week post-fertilization human stage,normal,lung,whole lung,10x 3' v2,cell,P-MTAB-117812,P-MTAB-117814,P-MTAB-117815,P-MTAB-143755,SIGAH10_CS_3'v2,RNA,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,first strand,OTHER,5'-3'-3'-5',read2,0.0,98.0,0.0,read1,16.0,3 prime tag,polyA RNA,10x 3' v2,oligo-dT,0.0,index1,8.0,10x technology,none,16.0,read1,10.0,P-MTAB-117819,Wellcome Sanger,SIGAH10_CS_3'v2,sequencing assay,ERX12519438,SIGAH10_S1_L001_R2_001.fastq.gz,SIGAH10_S1_L001_R2_001.fastq.gz,ERR13148101,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR131/ERR13148101/SIGAH10_S1_L001_R2_001.fastq.gz,single,read2,P-MTAB-143756,P-MTAB-143757,SIGAH10.tar.gz,11th week post-fertilization human stage,whole lung,10x 3' v2
