,Source Name,Comment[ENA_SAMPLE],Comment[BioSD_SAMPLE],Characteristics[organism],Characteristics[individual],Characteristics[age],Unit[time unit],Term Source REF,Term Accession Number,Characteristics[sex],Characteristics[developmental stage],Characteristics[disease],Characteristics[organism part],Characteristics[sampling site],Characteristics[protocol],Material Type,Protocol REF,Protocol REF.1,Protocol REF.2,Protocol REF.3,Extract Name,Material Type.1,Comment[LIBRARY_LAYOUT],Comment[LIBRARY_SELECTION],Comment[LIBRARY_SOURCE],Comment[LIBRARY_STRAND],Comment[LIBRARY_STRATEGY],Comment[ORIENTATION],Comment[cdna read],Comment[cdna read offset],Comment[cdna read size],Comment[cell barcode offset],Comment[cell barcode read],Comment[cell barcode size],Comment[end bias],Comment[input molecule],Comment[library construction],Comment[primer],Comment[sample barcode offset],Comment[sample barcode read],Comment[sample barcode size],Comment[single cell isolation],Comment[spike in],Comment[umi barcode offset],Comment[umi barcode read],Comment[umi barcode size],Protocol REF.4,Performer,Assay Name,Technology Type,Comment[ENA_EXPERIMENT],Scan Name,Comment[SUBMITTED_FILE_NAME],Comment[ENA_RUN],Comment[FASTQ_URI],Comment[READ_TYPE],Comment[READ_INDEX],Protocol REF.5,Protocol REF.6,Derived Array Data File,Factor Value[developmental stage],Factor Value[sampling site],Factor Value[protocol]
24,5891STDY8062350_CS_BCR,ERS20107586,SAMEA115651493,Homo sapiens,HDBR14808,18,week,EFO,UO_0000034,male,18th week post-fertilization human stage,normal,lung,distal lung,10x BCR enrichment,cell,P-MTAB-117812,P-MTAB-117816,P-MTAB-143754,P-MTAB-143755,5891STDY8062350_CS_BCR,RNA,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,first strand,OTHER,5'-3'-3'-5',,,,,,,5 prime tag,polyA RNA,10x BCR enrichment,oligo-dT,,,,10x technology,none,,,,P-MTAB-117818,Wellcome Sanger,5891STDY8062350_CS_BCR,sequencing assay,ERX12519403,5891STDY8062342_S1_L001_I1_001.fastq.gz,5891STDY8062342_S1_L001_I1_001.fastq.gz,ERR13148164,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR131/ERR13148164/5891STDY8062342_S1_L001_I1_001.fastq.gz,sample_barcode,index1,P-MTAB-143756,P-MTAB-143757,5891STDY8062342.tar.gz,18th week post-fertilization human stage,distal lung,10x BCR enrichment
25,5891STDY8062350_CS_BCR,ERS20107586,SAMEA115651493,Homo sapiens,HDBR14808,18,week,EFO,UO_0000034,male,18th week post-fertilization human stage,normal,lung,distal lung,10x BCR enrichment,cell,P-MTAB-117812,P-MTAB-117816,P-MTAB-143754,P-MTAB-143755,5891STDY8062350_CS_BCR,RNA,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,first strand,OTHER,5'-3'-3'-5',,,,,,,5 prime tag,polyA RNA,10x BCR enrichment,oligo-dT,,,,10x technology,none,,,,P-MTAB-117818,Wellcome Sanger,5891STDY8062350_CS_BCR,sequencing assay,ERX12519403,5891STDY8062342_S1_L001_R2_001.fastq.gz,5891STDY8062342_S1_L001_R2_001.fastq.gz,ERR13148164,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR131/ERR13148164/5891STDY8062342_S1_L001_R2_001.fastq.gz,single,read2,P-MTAB-143756,P-MTAB-143757,5891STDY8062342.tar.gz,18th week post-fertilization human stage,distal lung,10x BCR enrichment
26,5891STDY8062350_CS_BCR,ERS20107586,SAMEA115651493,Homo sapiens,HDBR14808,18,week,EFO,UO_0000034,male,18th week post-fertilization human stage,normal,lung,distal lung,10x BCR enrichment,cell,P-MTAB-117812,P-MTAB-117816,P-MTAB-143754,P-MTAB-143755,5891STDY8062350_CS_BCR,RNA,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,first strand,OTHER,5'-3'-3'-5',,,,,,,5 prime tag,polyA RNA,10x BCR enrichment,oligo-dT,,,,10x technology,none,,,,P-MTAB-117818,Wellcome Sanger,5891STDY8062350_CS_BCR,sequencing assay,ERX12519403,5891STDY8062342_S1_L001_I2_001.fastq.gz,5891STDY8062342_S1_L001_I2_001.fastq.gz,ERR13148164,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR131/ERR13148164/5891STDY8062342_S1_L001_I2_001.fastq.gz,sample_barcode,index2,P-MTAB-143756,P-MTAB-143757,5891STDY8062342.tar.gz,18th week post-fertilization human stage,distal lung,10x BCR enrichment
27,5891STDY8062350_CS_BCR,ERS20107586,SAMEA115651493,Homo sapiens,HDBR14808,18,week,EFO,UO_0000034,male,18th week post-fertilization human stage,normal,lung,distal lung,10x BCR enrichment,cell,P-MTAB-117812,P-MTAB-117816,P-MTAB-143754,P-MTAB-143755,5891STDY8062350_CS_BCR,RNA,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,first strand,OTHER,5'-3'-3'-5',,,,,,,5 prime tag,polyA RNA,10x BCR enrichment,oligo-dT,,,,10x technology,none,,,,P-MTAB-117818,Wellcome Sanger,5891STDY8062350_CS_BCR,sequencing assay,ERX12519403,5891STDY8062342_S1_L001_R1_001.fastq.gz,5891STDY8062342_S1_L001_R1_001.fastq.gz,ERR13148164,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR131/ERR13148164/5891STDY8062342_S1_L001_R1_001.fastq.gz,"feature_barcode, umi_barcode",read1,P-MTAB-143756,P-MTAB-143757,5891STDY8062342.tar.gz,18th week post-fertilization human stage,distal lung,10x BCR enrichment
28,5891STDY8062350_CS_GEX,ERS20107587,SAMEA115651494,Homo sapiens,HDBR14808,18,week,EFO,UO_0000034,male,18th week post-fertilization human stage,normal,lung,distal lung,10x 5' v1,cell,P-MTAB-117812,P-MTAB-117816,P-MTAB-117817,P-MTAB-143755,5891STDY8062350_CS_GEX,RNA,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,first strand,OTHER,5'-3'-3'-5',read2,0.0,91.0,0.0,read1,16.0,5 prime tag,polyA RNA,10x 5' v1,oligo-dT,0.0,index1,8.0,10x technology,none,16.0,read1,10.0,P-MTAB-117819,Wellcome Sanger,5891STDY8062350_CS_GEX,sequencing assay,ERX12519404,5891STDY8062350_S1_L001_R2_001.fastq.gz,5891STDY8062350_S1_L001_R2_001.fastq.gz,ERR13148104,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR131/ERR13148104/5891STDY8062350_S1_L001_R2_001.fastq.gz,single,read2,P-MTAB-143756,P-MTAB-143757,5891STDY8062350.tar.gz,18th week post-fertilization human stage,distal lung,10x 5' v1
29,5891STDY8062350_CS_GEX,ERS20107587,SAMEA115651494,Homo sapiens,HDBR14808,18,week,EFO,UO_0000034,male,18th week post-fertilization human stage,normal,lung,distal lung,10x 5' v1,cell,P-MTAB-117812,P-MTAB-117816,P-MTAB-117817,P-MTAB-143755,5891STDY8062350_CS_GEX,RNA,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,first strand,OTHER,5'-3'-3'-5',read2,0.0,91.0,0.0,read1,16.0,5 prime tag,polyA RNA,10x 5' v1,oligo-dT,0.0,index1,8.0,10x technology,none,16.0,read1,10.0,P-MTAB-117819,Wellcome Sanger,5891STDY8062350_CS_GEX,sequencing assay,ERX12519404,5891STDY8062350_S1_L001_I2_001.fastq.gz,5891STDY8062350_S1_L001_I2_001.fastq.gz,ERR13148104,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR131/ERR13148104/5891STDY8062350_S1_L001_I2_001.fastq.gz,sample_barcode,index2,P-MTAB-143756,P-MTAB-143757,5891STDY8062350.tar.gz,18th week post-fertilization human stage,distal lung,10x 5' v1
30,5891STDY8062350_CS_GEX,ERS20107587,SAMEA115651494,Homo sapiens,HDBR14808,18,week,EFO,UO_0000034,male,18th week post-fertilization human stage,normal,lung,distal lung,10x 5' v1,cell,P-MTAB-117812,P-MTAB-117816,P-MTAB-117817,P-MTAB-143755,5891STDY8062350_CS_GEX,RNA,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,first strand,OTHER,5'-3'-3'-5',read2,0.0,91.0,0.0,read1,16.0,5 prime tag,polyA RNA,10x 5' v1,oligo-dT,0.0,index1,8.0,10x technology,none,16.0,read1,10.0,P-MTAB-117819,Wellcome Sanger,5891STDY8062350_CS_GEX,sequencing assay,ERX12519404,5891STDY8062350_S1_L001_R1_001.fastq.gz,5891STDY8062350_S1_L001_R1_001.fastq.gz,ERR13148104,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR131/ERR13148104/5891STDY8062350_S1_L001_R1_001.fastq.gz,"cell_barcode, umi_barcode",read1,P-MTAB-143756,P-MTAB-143757,5891STDY8062350.tar.gz,18th week post-fertilization human stage,distal lung,10x 5' v1
31,5891STDY8062350_CS_GEX,ERS20107587,SAMEA115651494,Homo sapiens,HDBR14808,18,week,EFO,UO_0000034,male,18th week post-fertilization human stage,normal,lung,distal lung,10x 5' v1,cell,P-MTAB-117812,P-MTAB-117816,P-MTAB-117817,P-MTAB-143755,5891STDY8062350_CS_GEX,RNA,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,first strand,OTHER,5'-3'-3'-5',read2,0.0,91.0,0.0,read1,16.0,5 prime tag,polyA RNA,10x 5' v1,oligo-dT,0.0,index1,8.0,10x technology,none,16.0,read1,10.0,P-MTAB-117819,Wellcome Sanger,5891STDY8062350_CS_GEX,sequencing assay,ERX12519404,5891STDY8062350_S1_L001_I1_001.fastq.gz,5891STDY8062350_S1_L001_I1_001.fastq.gz,ERR13148104,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR131/ERR13148104/5891STDY8062350_S1_L001_I1_001.fastq.gz,sample_barcode,index1,P-MTAB-143756,P-MTAB-143757,5891STDY8062350.tar.gz,18th week post-fertilization human stage,distal lung,10x 5' v1
32,5891STDY8062350_CS_TCR,ERS20107588,SAMEA115651495,Homo sapiens,HDBR14808,18,week,EFO,UO_0000034,male,18th week post-fertilization human stage,normal,lung,distal lung,10x TCR enrichment,cell,P-MTAB-117812,P-MTAB-117816,P-MTAB-143753,P-MTAB-143755,5891STDY8062350_CS_TCR,RNA,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,first strand,OTHER,5'-3'-3'-5',,,,,,,5 prime tag,polyA RNA,10x TCR enrichment,oligo-dT,,,,10x technology,none,,,,P-MTAB-117818,Wellcome Sanger,5891STDY8062350_CS_TCR,sequencing assay,ERX12519405,5891STDY8062334_S1_L001_I2_001.fastq.gz,5891STDY8062334_S1_L001_I2_001.fastq.gz,ERR13148127,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR131/ERR13148127/5891STDY8062334_S1_L001_I2_001.fastq.gz,sample_barcode,index2,P-MTAB-143756,P-MTAB-143757,5891STDY8062334.tar.gz,18th week post-fertilization human stage,distal lung,10x TCR enrichment
33,5891STDY8062350_CS_TCR,ERS20107588,SAMEA115651495,Homo sapiens,HDBR14808,18,week,EFO,UO_0000034,male,18th week post-fertilization human stage,normal,lung,distal lung,10x TCR enrichment,cell,P-MTAB-117812,P-MTAB-117816,P-MTAB-143753,P-MTAB-143755,5891STDY8062350_CS_TCR,RNA,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,first strand,OTHER,5'-3'-3'-5',,,,,,,5 prime tag,polyA RNA,10x TCR enrichment,oligo-dT,,,,10x technology,none,,,,P-MTAB-117818,Wellcome Sanger,5891STDY8062350_CS_TCR,sequencing assay,ERX12519405,5891STDY8062334_S1_L001_R1_001.fastq.gz,5891STDY8062334_S1_L001_R1_001.fastq.gz,ERR13148127,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR131/ERR13148127/5891STDY8062334_S1_L001_R1_001.fastq.gz,"feature_barcode, umi_barcode",read1,P-MTAB-143756,P-MTAB-143757,5891STDY8062334.tar.gz,18th week post-fertilization human stage,distal lung,10x TCR enrichment
34,5891STDY8062350_CS_TCR,ERS20107588,SAMEA115651495,Homo sapiens,HDBR14808,18,week,EFO,UO_0000034,male,18th week post-fertilization human stage,normal,lung,distal lung,10x TCR enrichment,cell,P-MTAB-117812,P-MTAB-117816,P-MTAB-143753,P-MTAB-143755,5891STDY8062350_CS_TCR,RNA,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,first strand,OTHER,5'-3'-3'-5',,,,,,,5 prime tag,polyA RNA,10x TCR enrichment,oligo-dT,,,,10x technology,none,,,,P-MTAB-117818,Wellcome Sanger,5891STDY8062350_CS_TCR,sequencing assay,ERX12519405,5891STDY8062334_S1_L001_I1_001.fastq.gz,5891STDY8062334_S1_L001_I1_001.fastq.gz,ERR13148127,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR131/ERR13148127/5891STDY8062334_S1_L001_I1_001.fastq.gz,sample_barcode,index1,P-MTAB-143756,P-MTAB-143757,5891STDY8062334.tar.gz,18th week post-fertilization human stage,distal lung,10x TCR enrichment
35,5891STDY8062350_CS_TCR,ERS20107588,SAMEA115651495,Homo sapiens,HDBR14808,18,week,EFO,UO_0000034,male,18th week post-fertilization human stage,normal,lung,distal lung,10x TCR enrichment,cell,P-MTAB-117812,P-MTAB-117816,P-MTAB-143753,P-MTAB-143755,5891STDY8062350_CS_TCR,RNA,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,first strand,OTHER,5'-3'-3'-5',,,,,,,5 prime tag,polyA RNA,10x TCR enrichment,oligo-dT,,,,10x technology,none,,,,P-MTAB-117818,Wellcome Sanger,5891STDY8062350_CS_TCR,sequencing assay,ERX12519405,5891STDY8062334_S1_L001_R2_001.fastq.gz,5891STDY8062334_S1_L001_R2_001.fastq.gz,ERR13148127,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR131/ERR13148127/5891STDY8062334_S1_L001_R2_001.fastq.gz,single,read2,P-MTAB-143756,P-MTAB-143757,5891STDY8062334.tar.gz,18th week post-fertilization human stage,distal lung,10x TCR enrichment
36,5891STDY8062351_CS_BCR,ERS20107589,SAMEA115651496,Homo sapiens,HDBR14804,22,week,EFO,UO_0000034,male,22nd week post-fertilization human stage,normal,lung,proximal lung,10x BCR enrichment,cell,P-MTAB-117812,P-MTAB-117816,P-MTAB-143754,P-MTAB-143755,5891STDY8062351_CS_BCR,RNA,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,first strand,OTHER,5'-3'-3'-5',,,,,,,5 prime tag,polyA RNA,10x BCR enrichment,oligo-dT,,,,10x technology,none,,,,P-MTAB-117818,Wellcome Sanger,5891STDY8062351_CS_BCR,sequencing assay,ERX12519406,5891STDY8062343_S1_L001_R1_001.fastq.gz,5891STDY8062343_S1_L001_R1_001.fastq.gz,ERR13148130,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR131/ERR13148130/5891STDY8062343_S1_L001_R1_001.fastq.gz,"feature_barcode, umi_barcode",read1,P-MTAB-143756,P-MTAB-143757,5891STDY8062343.tar.gz,22nd week post-fertilization human stage,proximal lung,10x BCR enrichment
37,5891STDY8062351_CS_BCR,ERS20107589,SAMEA115651496,Homo sapiens,HDBR14804,22,week,EFO,UO_0000034,male,22nd week post-fertilization human stage,normal,lung,proximal lung,10x BCR enrichment,cell,P-MTAB-117812,P-MTAB-117816,P-MTAB-143754,P-MTAB-143755,5891STDY8062351_CS_BCR,RNA,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,first strand,OTHER,5'-3'-3'-5',,,,,,,5 prime tag,polyA RNA,10x BCR enrichment,oligo-dT,,,,10x technology,none,,,,P-MTAB-117818,Wellcome Sanger,5891STDY8062351_CS_BCR,sequencing assay,ERX12519406,5891STDY8062343_S1_L001_I1_001.fastq.gz,5891STDY8062343_S1_L001_I1_001.fastq.gz,ERR13148130,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR131/ERR13148130/5891STDY8062343_S1_L001_I1_001.fastq.gz,sample_barcode,index1,P-MTAB-143756,P-MTAB-143757,5891STDY8062343.tar.gz,22nd week post-fertilization human stage,proximal lung,10x BCR enrichment
38,5891STDY8062351_CS_BCR,ERS20107589,SAMEA115651496,Homo sapiens,HDBR14804,22,week,EFO,UO_0000034,male,22nd week post-fertilization human stage,normal,lung,proximal lung,10x BCR enrichment,cell,P-MTAB-117812,P-MTAB-117816,P-MTAB-143754,P-MTAB-143755,5891STDY8062351_CS_BCR,RNA,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,first strand,OTHER,5'-3'-3'-5',,,,,,,5 prime tag,polyA RNA,10x BCR enrichment,oligo-dT,,,,10x technology,none,,,,P-MTAB-117818,Wellcome Sanger,5891STDY8062351_CS_BCR,sequencing assay,ERX12519406,5891STDY8062343_S1_L001_R2_001.fastq.gz,5891STDY8062343_S1_L001_R2_001.fastq.gz,ERR13148130,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR131/ERR13148130/5891STDY8062343_S1_L001_R2_001.fastq.gz,single,read2,P-MTAB-143756,P-MTAB-143757,5891STDY8062343.tar.gz,22nd week post-fertilization human stage,proximal lung,10x BCR enrichment
39,5891STDY8062351_CS_BCR,ERS20107589,SAMEA115651496,Homo sapiens,HDBR14804,22,week,EFO,UO_0000034,male,22nd week post-fertilization human stage,normal,lung,proximal lung,10x BCR enrichment,cell,P-MTAB-117812,P-MTAB-117816,P-MTAB-143754,P-MTAB-143755,5891STDY8062351_CS_BCR,RNA,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,first strand,OTHER,5'-3'-3'-5',,,,,,,5 prime tag,polyA RNA,10x BCR enrichment,oligo-dT,,,,10x technology,none,,,,P-MTAB-117818,Wellcome Sanger,5891STDY8062351_CS_BCR,sequencing assay,ERX12519406,5891STDY8062343_S1_L001_I2_001.fastq.gz,5891STDY8062343_S1_L001_I2_001.fastq.gz,ERR13148130,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR131/ERR13148130/5891STDY8062343_S1_L001_I2_001.fastq.gz,sample_barcode,index2,P-MTAB-143756,P-MTAB-143757,5891STDY8062343.tar.gz,22nd week post-fertilization human stage,proximal lung,10x BCR enrichment
40,5891STDY8062351_CS_GEX,ERS20107590,SAMEA115651497,Homo sapiens,HDBR14804,22,week,EFO,UO_0000034,male,22nd week post-fertilization human stage,normal,lung,proximal lung,10x 5' v1,cell,P-MTAB-117812,P-MTAB-117816,P-MTAB-117817,P-MTAB-143755,5891STDY8062351_CS_GEX,RNA,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,first strand,OTHER,5'-3'-3'-5',read2,0.0,91.0,0.0,read1,16.0,5 prime tag,polyA RNA,10x 5' v1,oligo-dT,0.0,index1,8.0,10x technology,none,16.0,read1,10.0,P-MTAB-117819,Wellcome Sanger,5891STDY8062351_CS_GEX,sequencing assay,ERX12519407,5891STDY8062351_S1_L001_I2_001.fastq.gz,5891STDY8062351_S1_L001_I2_001.fastq.gz,ERR13148096,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR131/ERR13148096/5891STDY8062351_S1_L001_I2_001.fastq.gz,sample_barcode,index2,P-MTAB-143756,P-MTAB-143757,5891STDY8062351.tar.gz,22nd week post-fertilization human stage,proximal lung,10x 5' v1
41,5891STDY8062351_CS_GEX,ERS20107590,SAMEA115651497,Homo sapiens,HDBR14804,22,week,EFO,UO_0000034,male,22nd week post-fertilization human stage,normal,lung,proximal lung,10x 5' v1,cell,P-MTAB-117812,P-MTAB-117816,P-MTAB-117817,P-MTAB-143755,5891STDY8062351_CS_GEX,RNA,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,first strand,OTHER,5'-3'-3'-5',read2,0.0,91.0,0.0,read1,16.0,5 prime tag,polyA RNA,10x 5' v1,oligo-dT,0.0,index1,8.0,10x technology,none,16.0,read1,10.0,P-MTAB-117819,Wellcome Sanger,5891STDY8062351_CS_GEX,sequencing assay,ERX12519407,5891STDY8062351_S1_L001_R1_001.fastq.gz,5891STDY8062351_S1_L001_R1_001.fastq.gz,ERR13148096,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR131/ERR13148096/5891STDY8062351_S1_L001_R1_001.fastq.gz,"cell_barcode, umi_barcode",read1,P-MTAB-143756,P-MTAB-143757,5891STDY8062351.tar.gz,22nd week post-fertilization human stage,proximal lung,10x 5' v1
42,5891STDY8062351_CS_GEX,ERS20107590,SAMEA115651497,Homo sapiens,HDBR14804,22,week,EFO,UO_0000034,male,22nd week post-fertilization human stage,normal,lung,proximal lung,10x 5' v1,cell,P-MTAB-117812,P-MTAB-117816,P-MTAB-117817,P-MTAB-143755,5891STDY8062351_CS_GEX,RNA,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,first strand,OTHER,5'-3'-3'-5',read2,0.0,91.0,0.0,read1,16.0,5 prime tag,polyA RNA,10x 5' v1,oligo-dT,0.0,index1,8.0,10x technology,none,16.0,read1,10.0,P-MTAB-117819,Wellcome Sanger,5891STDY8062351_CS_GEX,sequencing assay,ERX12519407,5891STDY8062351_S1_L001_R2_001.fastq.gz,5891STDY8062351_S1_L001_R2_001.fastq.gz,ERR13148096,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR131/ERR13148096/5891STDY8062351_S1_L001_R2_001.fastq.gz,single,read2,P-MTAB-143756,P-MTAB-143757,5891STDY8062351.tar.gz,22nd week post-fertilization human stage,proximal lung,10x 5' v1
43,5891STDY8062351_CS_GEX,ERS20107590,SAMEA115651497,Homo sapiens,HDBR14804,22,week,EFO,UO_0000034,male,22nd week post-fertilization human stage,normal,lung,proximal lung,10x 5' v1,cell,P-MTAB-117812,P-MTAB-117816,P-MTAB-117817,P-MTAB-143755,5891STDY8062351_CS_GEX,RNA,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,first strand,OTHER,5'-3'-3'-5',read2,0.0,91.0,0.0,read1,16.0,5 prime tag,polyA RNA,10x 5' v1,oligo-dT,0.0,index1,8.0,10x technology,none,16.0,read1,10.0,P-MTAB-117819,Wellcome Sanger,5891STDY8062351_CS_GEX,sequencing assay,ERX12519407,5891STDY8062351_S1_L001_I1_001.fastq.gz,5891STDY8062351_S1_L001_I1_001.fastq.gz,ERR13148096,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR131/ERR13148096/5891STDY8062351_S1_L001_I1_001.fastq.gz,sample_barcode,index1,P-MTAB-143756,P-MTAB-143757,5891STDY8062351.tar.gz,22nd week post-fertilization human stage,proximal lung,10x 5' v1
44,5891STDY8062351_CS_TCR,ERS20107591,SAMEA115651498,Homo sapiens,HDBR14804,22,week,EFO,UO_0000034,male,22nd week post-fertilization human stage,normal,lung,proximal lung,10x TCR enrichment,cell,P-MTAB-117812,P-MTAB-117816,P-MTAB-143753,P-MTAB-143755,5891STDY8062351_CS_TCR,RNA,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,first strand,OTHER,5'-3'-3'-5',,,,,,,5 prime tag,polyA RNA,10x TCR enrichment,oligo-dT,,,,10x technology,none,,,,P-MTAB-117818,Wellcome Sanger,5891STDY8062351_CS_TCR,sequencing assay,ERX12519408,5891STDY8062335_S1_L001_I1_001.fastq.gz,5891STDY8062335_S1_L001_I1_001.fastq.gz,ERR13148158,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR131/ERR13148158/5891STDY8062335_S1_L001_I1_001.fastq.gz,sample_barcode,index1,P-MTAB-143756,P-MTAB-143757,5891STDY8062335.tar.gz,22nd week post-fertilization human stage,proximal lung,10x TCR enrichment
45,5891STDY8062351_CS_TCR,ERS20107591,SAMEA115651498,Homo sapiens,HDBR14804,22,week,EFO,UO_0000034,male,22nd week post-fertilization human stage,normal,lung,proximal lung,10x TCR enrichment,cell,P-MTAB-117812,P-MTAB-117816,P-MTAB-143753,P-MTAB-143755,5891STDY8062351_CS_TCR,RNA,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,first strand,OTHER,5'-3'-3'-5',,,,,,,5 prime tag,polyA RNA,10x TCR enrichment,oligo-dT,,,,10x technology,none,,,,P-MTAB-117818,Wellcome Sanger,5891STDY8062351_CS_TCR,sequencing assay,ERX12519408,5891STDY8062335_S1_L001_R2_001.fastq.gz,5891STDY8062335_S1_L001_R2_001.fastq.gz,ERR13148158,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR131/ERR13148158/5891STDY8062335_S1_L001_R2_001.fastq.gz,single,read2,P-MTAB-143756,P-MTAB-143757,5891STDY8062335.tar.gz,22nd week post-fertilization human stage,proximal lung,10x TCR enrichment
46,5891STDY8062351_CS_TCR,ERS20107591,SAMEA115651498,Homo sapiens,HDBR14804,22,week,EFO,UO_0000034,male,22nd week post-fertilization human stage,normal,lung,proximal lung,10x TCR enrichment,cell,P-MTAB-117812,P-MTAB-117816,P-MTAB-143753,P-MTAB-143755,5891STDY8062351_CS_TCR,RNA,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,first strand,OTHER,5'-3'-3'-5',,,,,,,5 prime tag,polyA RNA,10x TCR enrichment,oligo-dT,,,,10x technology,none,,,,P-MTAB-117818,Wellcome Sanger,5891STDY8062351_CS_TCR,sequencing assay,ERX12519408,5891STDY8062335_S1_L001_I2_001.fastq.gz,5891STDY8062335_S1_L001_I2_001.fastq.gz,ERR13148158,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR131/ERR13148158/5891STDY8062335_S1_L001_I2_001.fastq.gz,sample_barcode,index2,P-MTAB-143756,P-MTAB-143757,5891STDY8062335.tar.gz,22nd week post-fertilization human stage,proximal lung,10x TCR enrichment
47,5891STDY8062351_CS_TCR,ERS20107591,SAMEA115651498,Homo sapiens,HDBR14804,22,week,EFO,UO_0000034,male,22nd week post-fertilization human stage,normal,lung,proximal lung,10x TCR enrichment,cell,P-MTAB-117812,P-MTAB-117816,P-MTAB-143753,P-MTAB-143755,5891STDY8062351_CS_TCR,RNA,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,first strand,OTHER,5'-3'-3'-5',,,,,,,5 prime tag,polyA RNA,10x TCR enrichment,oligo-dT,,,,10x technology,none,,,,P-MTAB-117818,Wellcome Sanger,5891STDY8062351_CS_TCR,sequencing assay,ERX12519408,5891STDY8062335_S1_L001_R1_001.fastq.gz,5891STDY8062335_S1_L001_R1_001.fastq.gz,ERR13148158,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR131/ERR13148158/5891STDY8062335_S1_L001_R1_001.fastq.gz,"feature_barcode, umi_barcode",read1,P-MTAB-143756,P-MTAB-143757,5891STDY8062335.tar.gz,22nd week post-fertilization human stage,proximal lung,10x TCR enrichment
48,5891STDY8062352_CS_BCR,ERS20107592,SAMEA115651499,Homo sapiens,HDBR14804,22,week,EFO,UO_0000034,male,22nd week post-fertilization human stage,normal,lung,distal lung,10x BCR enrichment,cell,P-MTAB-117812,P-MTAB-117816,P-MTAB-143754,P-MTAB-143755,5891STDY8062352_CS_BCR,RNA,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,first strand,OTHER,5'-3'-3'-5',,,,,,,5 prime tag,polyA RNA,10x BCR enrichment,oligo-dT,,,,10x technology,none,,,,P-MTAB-117818,Wellcome Sanger,5891STDY8062352_CS_BCR,sequencing assay,ERX12519409,5891STDY8062344_S1_L001_R2_001.fastq.gz,5891STDY8062344_S1_L001_R2_001.fastq.gz,ERR13148110,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR131/ERR13148110/5891STDY8062344_S1_L001_R2_001.fastq.gz,single,read2,P-MTAB-143756,P-MTAB-143757,5891STDY8062344.tar.gz,22nd week post-fertilization human stage,distal lung,10x BCR enrichment
