,Source Name,Comment[ENA_SAMPLE],Comment[BioSD_SAMPLE],Characteristics[organism],Characteristics[embryo stage],Characteristics[developmental stage],Characteristics[sex],Characteristics[disease],Characteristics[individual],Characteristics[organism part],Characteristics[fraction],Material Type,Protocol REF,Protocol REF.1,Protocol REF.2,Extract Name,Comment[LIBRARY_LAYOUT],Comment[LIBRARY_SELECTION],Comment[LIBRARY_SOURCE],Comment[LIBRARY_STRAND],Comment[LIBRARY_STRATEGY],Comment[ORIENTATION],Comment[cdna read],Comment[cdna read offset],Comment[cdna read size],Comment[cell barcode offset],Comment[cell barcode read],Comment[cell barcode size],Comment[end bias],Comment[input molecule],Comment[library construction],Comment[primer],Comment[sample barcode offset],Comment[sample barcode read],Comment[sample barcode size],Comment[single cell isolation],Comment[spike in],Comment[umi barcode offset],Comment[umi barcode read],Comment[umi barcode size],Protocol REF.3,Performer,Assay Name,Technology Type,Comment[ENA_EXPERIMENT],Scan Name,Comment[SUBMITTED_FILE_NAME],Comment[ENA_RUN],Comment[FASTQ_URI],Comment[read_type],Comment[read_index],Protocol REF.4,Protocol REF.5,Derived Array Data File,Derived Array Data File.1,Protocol REF.6,Protocol REF.7,Derived Array Data File.2,Derived Array Data File.3,Protocol REF.8,Protocol REF.9,Derived Array Data File.4,Derived Array Data File.5,Factor Value[organism part],Factor Value[fraction]
52,WS_wEMB10202353,ERS10855332,SAMEA13252281,Homo sapiens,carnegie stage 16,embryo stage,female,normal,F137,internal organs,section six,cell,P-MTAB-119352,P-MTAB-119353,P-MTAB-119354,WS_wEMB10202353,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,5'-3'-3'-5',read 2,0,91,0,read 1,16,5 prime tag,polyA RNA,10xV3,oligo-dT,0,index 1,8,10x,none,16,read 1,12,P-MTAB-119355,Sanger Institute,WS_wEMB10202353,sequencing assay,ERX8578008,WS_wEMB10202353_S1_L001_R1_001.fastq.gz,WS_wEMB10202353_S1_L001_R1_001.fastq.gz,ERR9034744,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9034744/WS_wEMB10202353_S1_L001_R1_001.fastq.gz,"cell_barcode, umi_barcode",read1,P-MTAB-119356,P-MTAB-119357,F137_cellranger_features_for_all_lanes.tsv.gz,F137_cellbender_corrected_features_for_all_high_quality_lanes.tsv.gz,P-MTAB-119356,P-MTAB-119357,F137_cellranger_barcodes_for_all_lanes.tsv.gz,F137_cellbender_corrected_barcodes_for_all_high_quality_lanes.tsv.gz,P-MTAB-119356,P-MTAB-119357,F137_cellranger_count_matrix_for_all_lanes.mtx.gz,F137_cellbender_corrected_matrix_for_all_high_quality_lanes.mtx.gz,internal organs,section six
53,WS_wEMB10202353,ERS10855332,SAMEA13252281,Homo sapiens,carnegie stage 16,embryo stage,female,normal,F137,internal organs,section six,cell,P-MTAB-119352,P-MTAB-119353,P-MTAB-119354,WS_wEMB10202353,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,5'-3'-3'-5',read 2,0,91,0,read 1,16,5 prime tag,polyA RNA,10xV3,oligo-dT,0,index 1,8,10x,none,16,read 1,12,P-MTAB-119355,Sanger Institute,WS_wEMB10202353,sequencing assay,ERX8578008,WS_wEMB10202353_S1_L001_R2_001.fastq.gz,WS_wEMB10202353_S1_L001_R2_001.fastq.gz,ERR9034744,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9034744/WS_wEMB10202353_S1_L001_R2_001.fastq.gz,single,read2,P-MTAB-119356,P-MTAB-119357,F137_cellranger_features_for_all_lanes.tsv.gz,F137_cellbender_corrected_features_for_all_high_quality_lanes.tsv.gz,P-MTAB-119356,P-MTAB-119357,F137_cellranger_barcodes_for_all_lanes.tsv.gz,F137_cellbender_corrected_barcodes_for_all_high_quality_lanes.tsv.gz,P-MTAB-119356,P-MTAB-119357,F137_cellranger_count_matrix_for_all_lanes.mtx.gz,F137_cellbender_corrected_matrix_for_all_high_quality_lanes.mtx.gz,internal organs,section six
54,WS_wEMB10202354,ERS10855333,SAMEA13252282,Homo sapiens,carnegie stage 16,embryo stage,female,normal,F137,internal organs,section six,cell,P-MTAB-119352,P-MTAB-119353,P-MTAB-119354,WS_wEMB10202354,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,5'-3'-3'-5',read 2,0,91,0,read 1,16,5 prime tag,polyA RNA,10xV3,oligo-dT,0,index 1,8,10x,none,16,read 1,12,P-MTAB-119355,Sanger Institute,WS_wEMB10202354,sequencing assay,ERX8578009,WS_wEMB10202354_S1_L001_I1_001.fastq.gz,WS_wEMB10202354_S1_L001_I1_001.fastq.gz,ERR9034745,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9034745/WS_wEMB10202354_S1_L001_I1_001.fastq.gz,sample_barcode,index1,P-MTAB-119356,P-MTAB-119357,F137_cellranger_features_for_all_lanes.tsv.gz,F137_cellbender_corrected_features_for_all_high_quality_lanes.tsv.gz,P-MTAB-119356,P-MTAB-119357,F137_cellranger_barcodes_for_all_lanes.tsv.gz,F137_cellbender_corrected_barcodes_for_all_high_quality_lanes.tsv.gz,P-MTAB-119356,P-MTAB-119357,F137_cellranger_count_matrix_for_all_lanes.mtx.gz,F137_cellbender_corrected_matrix_for_all_high_quality_lanes.mtx.gz,internal organs,section six
55,WS_wEMB10202354,ERS10855333,SAMEA13252282,Homo sapiens,carnegie stage 16,embryo stage,female,normal,F137,internal organs,section six,cell,P-MTAB-119352,P-MTAB-119353,P-MTAB-119354,WS_wEMB10202354,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,5'-3'-3'-5',read 2,0,91,0,read 1,16,5 prime tag,polyA RNA,10xV3,oligo-dT,0,index 1,8,10x,none,16,read 1,12,P-MTAB-119355,Sanger Institute,WS_wEMB10202354,sequencing assay,ERX8578009,WS_wEMB10202354_S1_L001_R1_001.fastq.gz,WS_wEMB10202354_S1_L001_R1_001.fastq.gz,ERR9034745,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9034745/WS_wEMB10202354_S1_L001_R1_001.fastq.gz,"cell_barcode, umi_barcode",read1,P-MTAB-119356,P-MTAB-119357,F137_cellranger_features_for_all_lanes.tsv.gz,F137_cellbender_corrected_features_for_all_high_quality_lanes.tsv.gz,P-MTAB-119356,P-MTAB-119357,F137_cellranger_barcodes_for_all_lanes.tsv.gz,F137_cellbender_corrected_barcodes_for_all_high_quality_lanes.tsv.gz,P-MTAB-119356,P-MTAB-119357,F137_cellranger_count_matrix_for_all_lanes.mtx.gz,F137_cellbender_corrected_matrix_for_all_high_quality_lanes.mtx.gz,internal organs,section six
56,WS_wEMB10202354,ERS10855333,SAMEA13252282,Homo sapiens,carnegie stage 16,embryo stage,female,normal,F137,internal organs,section six,cell,P-MTAB-119352,P-MTAB-119353,P-MTAB-119354,WS_wEMB10202354,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,5'-3'-3'-5',read 2,0,91,0,read 1,16,5 prime tag,polyA RNA,10xV3,oligo-dT,0,index 1,8,10x,none,16,read 1,12,P-MTAB-119355,Sanger Institute,WS_wEMB10202354,sequencing assay,ERX8578009,WS_wEMB10202354_S1_L001_R2_001.fastq.gz,WS_wEMB10202354_S1_L001_R2_001.fastq.gz,ERR9034745,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9034745/WS_wEMB10202354_S1_L001_R2_001.fastq.gz,single,read2,P-MTAB-119356,P-MTAB-119357,F137_cellranger_features_for_all_lanes.tsv.gz,F137_cellbender_corrected_features_for_all_high_quality_lanes.tsv.gz,P-MTAB-119356,P-MTAB-119357,F137_cellranger_barcodes_for_all_lanes.tsv.gz,F137_cellbender_corrected_barcodes_for_all_high_quality_lanes.tsv.gz,P-MTAB-119356,P-MTAB-119357,F137_cellranger_count_matrix_for_all_lanes.mtx.gz,F137_cellbender_corrected_matrix_for_all_high_quality_lanes.mtx.gz,internal organs,section six
57,WS_wEMB10202355,ERS10855334,SAMEA13252283,Homo sapiens,carnegie stage 16,embryo stage,female,normal,F137,internal organs,section six,cell,P-MTAB-119352,P-MTAB-119353,P-MTAB-119354,WS_wEMB10202355,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,5'-3'-3'-5',read 2,0,91,0,read 1,16,5 prime tag,polyA RNA,10xV3,oligo-dT,0,index 1,8,10x,none,16,read 1,12,P-MTAB-119355,Sanger Institute,WS_wEMB10202355,sequencing assay,ERX8578010,WS_wEMB10202355_S1_L001_I1_001.fastq.gz,WS_wEMB10202355_S1_L001_I1_001.fastq.gz,ERR9034746,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9034746/WS_wEMB10202355_S1_L001_I1_001.fastq.gz,sample_barcode,index1,P-MTAB-119356,P-MTAB-119357,F137_cellranger_features_for_all_lanes.tsv.gz,F137_cellbender_corrected_features_for_all_high_quality_lanes.tsv.gz,P-MTAB-119356,P-MTAB-119357,F137_cellranger_barcodes_for_all_lanes.tsv.gz,F137_cellbender_corrected_barcodes_for_all_high_quality_lanes.tsv.gz,P-MTAB-119356,P-MTAB-119357,F137_cellranger_count_matrix_for_all_lanes.mtx.gz,F137_cellbender_corrected_matrix_for_all_high_quality_lanes.mtx.gz,internal organs,section six
58,WS_wEMB10202355,ERS10855334,SAMEA13252283,Homo sapiens,carnegie stage 16,embryo stage,female,normal,F137,internal organs,section six,cell,P-MTAB-119352,P-MTAB-119353,P-MTAB-119354,WS_wEMB10202355,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,5'-3'-3'-5',read 2,0,91,0,read 1,16,5 prime tag,polyA RNA,10xV3,oligo-dT,0,index 1,8,10x,none,16,read 1,12,P-MTAB-119355,Sanger Institute,WS_wEMB10202355,sequencing assay,ERX8578010,WS_wEMB10202355_S1_L001_R1_001.fastq.gz,WS_wEMB10202355_S1_L001_R1_001.fastq.gz,ERR9034746,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9034746/WS_wEMB10202355_S1_L001_R1_001.fastq.gz,"cell_barcode, umi_barcode",read1,P-MTAB-119356,P-MTAB-119357,F137_cellranger_features_for_all_lanes.tsv.gz,F137_cellbender_corrected_features_for_all_high_quality_lanes.tsv.gz,P-MTAB-119356,P-MTAB-119357,F137_cellranger_barcodes_for_all_lanes.tsv.gz,F137_cellbender_corrected_barcodes_for_all_high_quality_lanes.tsv.gz,P-MTAB-119356,P-MTAB-119357,F137_cellranger_count_matrix_for_all_lanes.mtx.gz,F137_cellbender_corrected_matrix_for_all_high_quality_lanes.mtx.gz,internal organs,section six
59,WS_wEMB10202355,ERS10855334,SAMEA13252283,Homo sapiens,carnegie stage 16,embryo stage,female,normal,F137,internal organs,section six,cell,P-MTAB-119352,P-MTAB-119353,P-MTAB-119354,WS_wEMB10202355,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,5'-3'-3'-5',read 2,0,91,0,read 1,16,5 prime tag,polyA RNA,10xV3,oligo-dT,0,index 1,8,10x,none,16,read 1,12,P-MTAB-119355,Sanger Institute,WS_wEMB10202355,sequencing assay,ERX8578010,WS_wEMB10202355_S1_L001_R2_001.fastq.gz,WS_wEMB10202355_S1_L001_R2_001.fastq.gz,ERR9034746,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9034746/WS_wEMB10202355_S1_L001_R2_001.fastq.gz,single,read2,P-MTAB-119356,P-MTAB-119357,F137_cellranger_features_for_all_lanes.tsv.gz,F137_cellbender_corrected_features_for_all_high_quality_lanes.tsv.gz,P-MTAB-119356,P-MTAB-119357,F137_cellranger_barcodes_for_all_lanes.tsv.gz,F137_cellbender_corrected_barcodes_for_all_high_quality_lanes.tsv.gz,P-MTAB-119356,P-MTAB-119357,F137_cellranger_count_matrix_for_all_lanes.mtx.gz,F137_cellbender_corrected_matrix_for_all_high_quality_lanes.mtx.gz,internal organs,section six
60,WS_wEMB10202356,ERS10855335,SAMEA13252284,Homo sapiens,carnegie stage 16,embryo stage,female,normal,F137,internal organs,section six,cell,P-MTAB-119352,P-MTAB-119353,P-MTAB-119354,WS_wEMB10202356,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,5'-3'-3'-5',read 2,0,91,0,read 1,16,5 prime tag,polyA RNA,10xV3,oligo-dT,0,index 1,8,10x,none,16,read 1,12,P-MTAB-119355,Sanger Institute,WS_wEMB10202356,sequencing assay,ERX8578011,WS_wEMB10202356_S1_L001_I1_001.fastq.gz,WS_wEMB10202356_S1_L001_I1_001.fastq.gz,ERR9034747,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9034747/WS_wEMB10202356_S1_L001_I1_001.fastq.gz,sample_barcode,index1,P-MTAB-119356,P-MTAB-119357,F137_cellranger_features_for_all_lanes.tsv.gz,F137_cellbender_corrected_features_for_all_high_quality_lanes.tsv.gz,P-MTAB-119356,P-MTAB-119357,F137_cellranger_barcodes_for_all_lanes.tsv.gz,F137_cellbender_corrected_barcodes_for_all_high_quality_lanes.tsv.gz,P-MTAB-119356,P-MTAB-119357,F137_cellranger_count_matrix_for_all_lanes.mtx.gz,F137_cellbender_corrected_matrix_for_all_high_quality_lanes.mtx.gz,internal organs,section six
61,WS_wEMB10202356,ERS10855335,SAMEA13252284,Homo sapiens,carnegie stage 16,embryo stage,female,normal,F137,internal organs,section six,cell,P-MTAB-119352,P-MTAB-119353,P-MTAB-119354,WS_wEMB10202356,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,5'-3'-3'-5',read 2,0,91,0,read 1,16,5 prime tag,polyA RNA,10xV3,oligo-dT,0,index 1,8,10x,none,16,read 1,12,P-MTAB-119355,Sanger Institute,WS_wEMB10202356,sequencing assay,ERX8578011,WS_wEMB10202356_S1_L001_R1_001.fastq.gz,WS_wEMB10202356_S1_L001_R1_001.fastq.gz,ERR9034747,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9034747/WS_wEMB10202356_S1_L001_R1_001.fastq.gz,"cell_barcode, umi_barcode",read1,P-MTAB-119356,P-MTAB-119357,F137_cellranger_features_for_all_lanes.tsv.gz,F137_cellbender_corrected_features_for_all_high_quality_lanes.tsv.gz,P-MTAB-119356,P-MTAB-119357,F137_cellranger_barcodes_for_all_lanes.tsv.gz,F137_cellbender_corrected_barcodes_for_all_high_quality_lanes.tsv.gz,P-MTAB-119356,P-MTAB-119357,F137_cellranger_count_matrix_for_all_lanes.mtx.gz,F137_cellbender_corrected_matrix_for_all_high_quality_lanes.mtx.gz,internal organs,section six
62,WS_wEMB10202356,ERS10855335,SAMEA13252284,Homo sapiens,carnegie stage 16,embryo stage,female,normal,F137,internal organs,section six,cell,P-MTAB-119352,P-MTAB-119353,P-MTAB-119354,WS_wEMB10202356,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,5'-3'-3'-5',read 2,0,91,0,read 1,16,5 prime tag,polyA RNA,10xV3,oligo-dT,0,index 1,8,10x,none,16,read 1,12,P-MTAB-119355,Sanger Institute,WS_wEMB10202356,sequencing assay,ERX8578011,WS_wEMB10202356_S1_L001_R2_001.fastq.gz,WS_wEMB10202356_S1_L001_R2_001.fastq.gz,ERR9034747,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9034747/WS_wEMB10202356_S1_L001_R2_001.fastq.gz,single,read2,P-MTAB-119356,P-MTAB-119357,F137_cellranger_features_for_all_lanes.tsv.gz,F137_cellbender_corrected_features_for_all_high_quality_lanes.tsv.gz,P-MTAB-119356,P-MTAB-119357,F137_cellranger_barcodes_for_all_lanes.tsv.gz,F137_cellbender_corrected_barcodes_for_all_high_quality_lanes.tsv.gz,P-MTAB-119356,P-MTAB-119357,F137_cellranger_count_matrix_for_all_lanes.mtx.gz,F137_cellbender_corrected_matrix_for_all_high_quality_lanes.mtx.gz,internal organs,section six
63,WS_wEMB10202357,ERS10855336,SAMEA13252285,Homo sapiens,carnegie stage 16,embryo stage,female,normal,F137,brain; heart; eye,section seven,cell,P-MTAB-119352,P-MTAB-119353,P-MTAB-119354,WS_wEMB10202357,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,5'-3'-3'-5',read 2,0,91,0,read 1,16,5 prime tag,polyA RNA,10xV3,oligo-dT,0,index 1,8,10x,none,16,read 1,12,P-MTAB-119355,Sanger Institute,WS_wEMB10202357,sequencing assay,ERX8578012,WS_wEMB10202357_S1_L001_I1_001.fastq.gz,WS_wEMB10202357_S1_L001_I1_001.fastq.gz,ERR9034748,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9034748/WS_wEMB10202357_S1_L001_I1_001.fastq.gz,sample_barcode,index1,P-MTAB-119356,P-MTAB-119357,F137_cellranger_features_for_all_lanes.tsv.gz,F137_cellbender_corrected_features_for_all_high_quality_lanes.tsv.gz,P-MTAB-119356,P-MTAB-119357,F137_cellranger_barcodes_for_all_lanes.tsv.gz,F137_cellbender_corrected_barcodes_for_all_high_quality_lanes.tsv.gz,P-MTAB-119356,P-MTAB-119357,F137_cellranger_count_matrix_for_all_lanes.mtx.gz,F137_cellbender_corrected_matrix_for_all_high_quality_lanes.mtx.gz,brain; heart; eye,section seven
64,WS_wEMB10202357,ERS10855336,SAMEA13252285,Homo sapiens,carnegie stage 16,embryo stage,female,normal,F137,brain; heart; eye,section seven,cell,P-MTAB-119352,P-MTAB-119353,P-MTAB-119354,WS_wEMB10202357,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,5'-3'-3'-5',read 2,0,91,0,read 1,16,5 prime tag,polyA RNA,10xV3,oligo-dT,0,index 1,8,10x,none,16,read 1,12,P-MTAB-119355,Sanger Institute,WS_wEMB10202357,sequencing assay,ERX8578012,WS_wEMB10202357_S1_L001_R1_001.fastq.gz,WS_wEMB10202357_S1_L001_R1_001.fastq.gz,ERR9034748,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9034748/WS_wEMB10202357_S1_L001_R1_001.fastq.gz,"cell_barcode, umi_barcode",read1,P-MTAB-119356,P-MTAB-119357,F137_cellranger_features_for_all_lanes.tsv.gz,F137_cellbender_corrected_features_for_all_high_quality_lanes.tsv.gz,P-MTAB-119356,P-MTAB-119357,F137_cellranger_barcodes_for_all_lanes.tsv.gz,F137_cellbender_corrected_barcodes_for_all_high_quality_lanes.tsv.gz,P-MTAB-119356,P-MTAB-119357,F137_cellranger_count_matrix_for_all_lanes.mtx.gz,F137_cellbender_corrected_matrix_for_all_high_quality_lanes.mtx.gz,brain; heart; eye,section seven
65,WS_wEMB10202357,ERS10855336,SAMEA13252285,Homo sapiens,carnegie stage 16,embryo stage,female,normal,F137,brain; heart; eye,section seven,cell,P-MTAB-119352,P-MTAB-119353,P-MTAB-119354,WS_wEMB10202357,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,5'-3'-3'-5',read 2,0,91,0,read 1,16,5 prime tag,polyA RNA,10xV3,oligo-dT,0,index 1,8,10x,none,16,read 1,12,P-MTAB-119355,Sanger Institute,WS_wEMB10202357,sequencing assay,ERX8578012,WS_wEMB10202357_S1_L001_R2_001.fastq.gz,WS_wEMB10202357_S1_L001_R2_001.fastq.gz,ERR9034748,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9034748/WS_wEMB10202357_S1_L001_R2_001.fastq.gz,single,read2,P-MTAB-119356,P-MTAB-119357,F137_cellranger_features_for_all_lanes.tsv.gz,F137_cellbender_corrected_features_for_all_high_quality_lanes.tsv.gz,P-MTAB-119356,P-MTAB-119357,F137_cellranger_barcodes_for_all_lanes.tsv.gz,F137_cellbender_corrected_barcodes_for_all_high_quality_lanes.tsv.gz,P-MTAB-119356,P-MTAB-119357,F137_cellranger_count_matrix_for_all_lanes.mtx.gz,F137_cellbender_corrected_matrix_for_all_high_quality_lanes.mtx.gz,brain; heart; eye,section seven
66,WS_wEMB10202358,ERS10855337,SAMEA13252286,Homo sapiens,carnegie stage 16,embryo stage,female,normal,F137,brain; heart; eye,section seven,cell,P-MTAB-119352,P-MTAB-119353,P-MTAB-119354,WS_wEMB10202358,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,5'-3'-3'-5',read 2,0,91,0,read 1,16,5 prime tag,polyA RNA,10xV3,oligo-dT,0,index 1,8,10x,none,16,read 1,12,P-MTAB-119355,Sanger Institute,WS_wEMB10202358,sequencing assay,ERX8578013,WS_wEMB10202358_S1_L001_I1_001.fastq.gz,WS_wEMB10202358_S1_L001_I1_001.fastq.gz,ERR9034749,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9034749/WS_wEMB10202358_S1_L001_I1_001.fastq.gz,sample_barcode,index1,P-MTAB-119356,P-MTAB-119357,F137_cellranger_features_for_all_lanes.tsv.gz,F137_cellbender_corrected_features_for_all_high_quality_lanes.tsv.gz,P-MTAB-119356,P-MTAB-119357,F137_cellranger_barcodes_for_all_lanes.tsv.gz,F137_cellbender_corrected_barcodes_for_all_high_quality_lanes.tsv.gz,P-MTAB-119356,P-MTAB-119357,F137_cellranger_count_matrix_for_all_lanes.mtx.gz,F137_cellbender_corrected_matrix_for_all_high_quality_lanes.mtx.gz,brain; heart; eye,section seven
67,WS_wEMB10202358,ERS10855337,SAMEA13252286,Homo sapiens,carnegie stage 16,embryo stage,female,normal,F137,brain; heart; eye,section seven,cell,P-MTAB-119352,P-MTAB-119353,P-MTAB-119354,WS_wEMB10202358,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,5'-3'-3'-5',read 2,0,91,0,read 1,16,5 prime tag,polyA RNA,10xV3,oligo-dT,0,index 1,8,10x,none,16,read 1,12,P-MTAB-119355,Sanger Institute,WS_wEMB10202358,sequencing assay,ERX8578013,WS_wEMB10202358_S1_L001_R1_001.fastq.gz,WS_wEMB10202358_S1_L001_R1_001.fastq.gz,ERR9034749,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9034749/WS_wEMB10202358_S1_L001_R1_001.fastq.gz,"cell_barcode, umi_barcode",read1,P-MTAB-119356,P-MTAB-119357,F137_cellranger_features_for_all_lanes.tsv.gz,F137_cellbender_corrected_features_for_all_high_quality_lanes.tsv.gz,P-MTAB-119356,P-MTAB-119357,F137_cellranger_barcodes_for_all_lanes.tsv.gz,F137_cellbender_corrected_barcodes_for_all_high_quality_lanes.tsv.gz,P-MTAB-119356,P-MTAB-119357,F137_cellranger_count_matrix_for_all_lanes.mtx.gz,F137_cellbender_corrected_matrix_for_all_high_quality_lanes.mtx.gz,brain; heart; eye,section seven
68,WS_wEMB10202358,ERS10855337,SAMEA13252286,Homo sapiens,carnegie stage 16,embryo stage,female,normal,F137,brain; heart; eye,section seven,cell,P-MTAB-119352,P-MTAB-119353,P-MTAB-119354,WS_wEMB10202358,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,5'-3'-3'-5',read 2,0,91,0,read 1,16,5 prime tag,polyA RNA,10xV3,oligo-dT,0,index 1,8,10x,none,16,read 1,12,P-MTAB-119355,Sanger Institute,WS_wEMB10202358,sequencing assay,ERX8578013,WS_wEMB10202358_S1_L001_R2_001.fastq.gz,WS_wEMB10202358_S1_L001_R2_001.fastq.gz,ERR9034749,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9034749/WS_wEMB10202358_S1_L001_R2_001.fastq.gz,single,read2,P-MTAB-119356,P-MTAB-119357,F137_cellranger_features_for_all_lanes.tsv.gz,F137_cellbender_corrected_features_for_all_high_quality_lanes.tsv.gz,P-MTAB-119356,P-MTAB-119357,F137_cellranger_barcodes_for_all_lanes.tsv.gz,F137_cellbender_corrected_barcodes_for_all_high_quality_lanes.tsv.gz,P-MTAB-119356,P-MTAB-119357,F137_cellranger_count_matrix_for_all_lanes.mtx.gz,F137_cellbender_corrected_matrix_for_all_high_quality_lanes.mtx.gz,brain; heart; eye,section seven
69,WS_wEMB10202359,ERS10855338,SAMEA13252287,Homo sapiens,carnegie stage 16,embryo stage,female,normal,F137,brain; heart; eye,section seven,cell,P-MTAB-119352,P-MTAB-119353,P-MTAB-119354,WS_wEMB10202359,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,5'-3'-3'-5',read 2,0,91,0,read 1,16,5 prime tag,polyA RNA,10xV3,oligo-dT,0,index 1,8,10x,none,16,read 1,12,P-MTAB-119355,Sanger Institute,WS_wEMB10202359,sequencing assay,ERX8578014,WS_wEMB10202359_S1_L001_I1_001.fastq.gz,WS_wEMB10202359_S1_L001_I1_001.fastq.gz,ERR9034750,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9034750/WS_wEMB10202359_S1_L001_I1_001.fastq.gz,sample_barcode,index1,P-MTAB-119356,P-MTAB-119357,F137_cellranger_features_for_all_lanes.tsv.gz,F137_cellbender_corrected_features_for_all_high_quality_lanes.tsv.gz,P-MTAB-119356,P-MTAB-119357,F137_cellranger_barcodes_for_all_lanes.tsv.gz,F137_cellbender_corrected_barcodes_for_all_high_quality_lanes.tsv.gz,P-MTAB-119356,P-MTAB-119357,F137_cellranger_count_matrix_for_all_lanes.mtx.gz,F137_cellbender_corrected_matrix_for_all_high_quality_lanes.mtx.gz,brain; heart; eye,section seven
70,WS_wEMB10202359,ERS10855338,SAMEA13252287,Homo sapiens,carnegie stage 16,embryo stage,female,normal,F137,brain; heart; eye,section seven,cell,P-MTAB-119352,P-MTAB-119353,P-MTAB-119354,WS_wEMB10202359,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,5'-3'-3'-5',read 2,0,91,0,read 1,16,5 prime tag,polyA RNA,10xV3,oligo-dT,0,index 1,8,10x,none,16,read 1,12,P-MTAB-119355,Sanger Institute,WS_wEMB10202359,sequencing assay,ERX8578014,WS_wEMB10202359_S1_L001_R1_001.fastq.gz,WS_wEMB10202359_S1_L001_R1_001.fastq.gz,ERR9034750,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9034750/WS_wEMB10202359_S1_L001_R1_001.fastq.gz,"cell_barcode, umi_barcode",read1,P-MTAB-119356,P-MTAB-119357,F137_cellranger_features_for_all_lanes.tsv.gz,F137_cellbender_corrected_features_for_all_high_quality_lanes.tsv.gz,P-MTAB-119356,P-MTAB-119357,F137_cellranger_barcodes_for_all_lanes.tsv.gz,F137_cellbender_corrected_barcodes_for_all_high_quality_lanes.tsv.gz,P-MTAB-119356,P-MTAB-119357,F137_cellranger_count_matrix_for_all_lanes.mtx.gz,F137_cellbender_corrected_matrix_for_all_high_quality_lanes.mtx.gz,brain; heart; eye,section seven
