,Source Name,Comment[ENA_SAMPLE],Comment[BioSD_SAMPLE],Characteristics[organism],Characteristics[individual],Characteristics[developmental stage],Characteristics[post conception age],Unit[time unit],Characteristics[sex],Characteristics[organism part],Characteristics[sampling site],Characteristics[disease],Characteristics[growth condition],Material Type,Protocol REF,Protocol REF.1,Protocol REF.2,Extract Name,Comment[LIBRARY_LAYOUT],Comment[LIBRARY_SELECTION],Comment[LIBRARY_SOURCE],Comment[LIBRARY_STRATEGY],Comment[NOMINAL_LENGTH],Comment[NOMINAL_SDEV],Comment[cdna read],Comment[cdna read offset],Comment[cdna read size],Comment[cell barcode offset],Comment[cell barcode read],Comment[cell barcode size],Comment[end bias],Comment[input molecule],Comment[library construction],Comment[primer],Comment[sample barcode offset],Comment[sample barcode read],Comment[sample barcode size],Comment[single cell isolation],Comment[umi barcode offset],Comment[umi barcode read],Comment[umi barcode size],Protocol REF.3,Performer,Assay Name,Comment[technical replicate group],Technology Type,Comment[ENA_EXPERIMENT],Comment[read1 file],Comment[FASTQ_URI],Comment[read2 file],Comment[FASTQ_URI].1,Comment[index1 file],Comment[FASTQ_URI].2,Scan Name,Comment[SUBMITTED_FILE_NAME],Comment[ENA_RUN],Comment[BAM_URI],Comment[Array Data File],Protocol REF.4,Protocol REF.5,Derived Array Data File,Comment [Derived ArrayExpress FTP file],Protocol REF.6,Protocol REF.7,Derived Array Data File.1,Comment [Derived ArrayExpress FTP file].1,Factor Value[stimulus],Factor Value[time],Unit[time unit].1,Factor Value[organism part],Factor Value[sampling site],Factor Value[growth condition]
27,Airway_15,ERS4467519,SAMEA6739634,Homo sapiens,individual 2,late embryo,15.0,week,female,respiratory airway,middle airway,normal,in vivo,organism part,P-MTAB-88688,P-MTAB-88689,P-MTAB-88690,Airway_15,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,RNA-Seq,450,20,read 2,0,98,0,read 1,16,3 prime tag,polyA RNA,10xV2,oligo-dT,0,index 1,8,10x,16,read 1,10,P-MTAB-88691,University of Michigan DNA Sequencing core,HT-187-Small-airway_S2_L004,group 5,sequencing assay,ERX4029230,HT-187-Small-airway_S2_L004_R1_001.fastq.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8221/HT-187-Small-airway_S2_L004_R1_001.fastq.gz,HT-187-Small-airway_S2_L004_R2_001.fastq.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8221/HT-187-Small-airway_S2_L004_R2_001.fastq.gz,HT-187-Small-airway_S2_L004_I1_001.fastq.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8221/HT-187-Small-airway_S2_L004_I1_001.fastq.gz,HT-187-Small-airway_S2_L004.bam,HT-187-Small-airway_S2_L004.bam,ERR4027885,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR402/ERR4027885/HT-187-Small-airway_S2_L004.bam,e56abecf7475ea7db2bbd420d5bcbf3b,P-MTAB-88694,P-MTAB-88695,Table_fetal_all_cell_pass_filtering_meta_data.txt,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8221/E-MTAB-8221.processed.2.zip,P-MTAB-88694,P-MTAB-88695,Table_fetal_all_cell_pass_filtering_count.txt.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8221/E-MTAB-8221.processed.1.zip,none,not applicable,  ,respiratory airway,middle airway,in vivo
28,Airway_15,ERS4467519,SAMEA6739634,Homo sapiens,individual 2,late embryo,15.0,week,female,respiratory airway,middle airway,normal,in vivo,organism part,P-MTAB-88688,P-MTAB-88689,P-MTAB-88690,Airway_15,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,RNA-Seq,450,20,read 2,0,98,0,read 1,16,3 prime tag,polyA RNA,10xV2,oligo-dT,0,index 1,8,10x,16,read 1,10,P-MTAB-88691,University of Michigan DNA Sequencing core,HT-187-Small-airway_S2_L005,group 5,sequencing assay,ERX4029230,HT-187-Small-airway_S2_L005_R1_001.fastq.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8221/HT-187-Small-airway_S2_L005_R1_001.fastq.gz,HT-187-Small-airway_S2_L005_R2_001.fastq.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8221/HT-187-Small-airway_S2_L005_R2_001.fastq.gz,HT-187-Small-airway_S2_L005_I1_001.fastq.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8221/HT-187-Small-airway_S2_L005_I1_001.fastq.gz,HT-187-Small-airway_S2_L005.bam,HT-187-Small-airway_S2_L005.bam,ERR4027886,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR402/ERR4027886/HT-187-Small-airway_S2_L005.bam,6e2dff5e515fd6d29ddf48110b65b786,P-MTAB-88694,P-MTAB-88695,Table_fetal_all_cell_pass_filtering_meta_data.txt,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8221/E-MTAB-8221.processed.2.zip,P-MTAB-88694,P-MTAB-88695,Table_fetal_all_cell_pass_filtering_count.txt.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8221/E-MTAB-8221.processed.1.zip,none,not applicable,  ,respiratory airway,middle airway,in vivo
29,Airway_15,ERS4467519,SAMEA6739634,Homo sapiens,individual 2,late embryo,15.0,week,female,respiratory airway,middle airway,normal,in vivo,organism part,P-MTAB-88688,P-MTAB-88689,P-MTAB-88690,Airway_15,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,RNA-Seq,450,20,read 2,0,98,0,read 1,16,3 prime tag,polyA RNA,10xV2,oligo-dT,0,index 1,8,10x,16,read 1,10,P-MTAB-88691,University of Michigan DNA Sequencing core,HT-187-Small-airway_S2_L006,group 5,sequencing assay,ERX4029230,HT-187-Small-airway_S2_L006_R1_001.fastq.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8221/HT-187-Small-airway_S2_L006_R1_001.fastq.gz,HT-187-Small-airway_S2_L006_R2_001.fastq.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8221/HT-187-Small-airway_S2_L006_R2_001.fastq.gz,HT-187-Small-airway_S2_L006_I1_001.fastq.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8221/HT-187-Small-airway_S2_L006_I1_001.fastq.gz,HT-187-Small-airway_S2_L006.bam,HT-187-Small-airway_S2_L006.bam,ERR4027887,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR402/ERR4027887/HT-187-Small-airway_S2_L006.bam,6bd93d621843ae20e863f8505049b6bb,P-MTAB-88694,P-MTAB-88695,Table_fetal_all_cell_pass_filtering_meta_data.txt,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8221/E-MTAB-8221.processed.2.zip,P-MTAB-88694,P-MTAB-88695,Table_fetal_all_cell_pass_filtering_count.txt.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8221/E-MTAB-8221.processed.1.zip,none,not applicable,  ,respiratory airway,middle airway,in vivo
30,Airway_15,ERS4467519,SAMEA6739634,Homo sapiens,individual 2,late embryo,15.0,week,female,respiratory airway,middle airway,normal,in vivo,organism part,P-MTAB-88688,P-MTAB-88689,P-MTAB-88690,Airway_15,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,RNA-Seq,450,20,read 2,0,98,0,read 1,16,3 prime tag,polyA RNA,10xV2,oligo-dT,0,index 1,8,10x,16,read 1,10,P-MTAB-88691,University of Michigan DNA Sequencing core,HT-187-Small-airway_S2_L007,group 5,sequencing assay,ERX4029230,HT-187-Small-airway_S2_L007_R1_001.fastq.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8221/HT-187-Small-airway_S2_L007_R1_001.fastq.gz,HT-187-Small-airway_S2_L007_R2_001.fastq.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8221/HT-187-Small-airway_S2_L007_R2_001.fastq.gz,HT-187-Small-airway_S2_L007_I1_001.fastq.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8221/HT-187-Small-airway_S2_L007_I1_001.fastq.gz,HT-187-Small-airway_S2_L007.bam,HT-187-Small-airway_S2_L007.bam,ERR4027888,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR402/ERR4027888/HT-187-Small-airway_S2_L007.bam,b414752ae0229b5c022936915b7887d5,P-MTAB-88694,P-MTAB-88695,Table_fetal_all_cell_pass_filtering_meta_data.txt,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8221/E-MTAB-8221.processed.2.zip,P-MTAB-88694,P-MTAB-88695,Table_fetal_all_cell_pass_filtering_count.txt.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8221/E-MTAB-8221.processed.1.zip,none,not applicable,  ,respiratory airway,middle airway,in vivo
31,Airway_15,ERS4467519,SAMEA6739634,Homo sapiens,individual 2,late embryo,15.0,week,female,respiratory airway,middle airway,normal,in vivo,organism part,P-MTAB-88688,P-MTAB-88689,P-MTAB-88690,Airway_15,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,RNA-Seq,450,20,read 2,0,98,0,read 1,16,3 prime tag,polyA RNA,10xV2,oligo-dT,0,index 1,8,10x,16,read 1,10,P-MTAB-88691,University of Michigan DNA Sequencing core,HT-187-Small-airway_S2_L008,group 5,sequencing assay,ERX4029230,HT-187-Small-airway_S2_L008_R1_001.fastq.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8221/HT-187-Small-airway_S2_L008_R1_001.fastq.gz,HT-187-Small-airway_S2_L008_R2_001.fastq.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8221/HT-187-Small-airway_S2_L008_R2_001.fastq.gz,HT-187-Small-airway_S2_L008_I1_001.fastq.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8221/HT-187-Small-airway_S2_L008_I1_001.fastq.gz,HT-187-Small-airway_S2_L008.bam,HT-187-Small-airway_S2_L008.bam,ERR4027889,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR402/ERR4027889/HT-187-Small-airway_S2_L008.bam,fbc488ad6e3ba0662175c6709935bf07,P-MTAB-88694,P-MTAB-88695,Table_fetal_all_cell_pass_filtering_meta_data.txt,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8221/E-MTAB-8221.processed.2.zip,P-MTAB-88694,P-MTAB-88695,Table_fetal_all_cell_pass_filtering_count.txt.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8221/E-MTAB-8221.processed.1.zip,none,not applicable,  ,respiratory airway,middle airway,in vivo
32,Airway_18,ERS4467520,SAMEA6739635,Homo sapiens,individual 3,late embryo,18.0,week,female,respiratory airway,middle airway,normal,in vivo,organism part,P-MTAB-88688,P-MTAB-88689,P-MTAB-88690,Airway_18,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,RNA-Seq,450,20,read 2,0,98,0,read 1,16,3 prime tag,polyA RNA,10xV2,oligo-dT,0,index 1,8,10x,16,read 1,10,P-MTAB-88691,University of Michigan DNA Sequencing core,HT-182-d125-lung-Prox_S4_L001,group 6,sequencing assay,ERX4029231,HT-182-d125-lung-Prox_S4_L001_R1_001.fastq.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8221/HT-182-d125-lung-Prox_S4_L001_R1_001.fastq.gz,HT-182-d125-lung-Prox_S4_L001_R2_001.fastq.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8221/HT-182-d125-lung-Prox_S4_L001_R2_001.fastq.gz,HT-182-d125-lung-Prox_S4_L001_I1_001.fastq.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8221/HT-182-d125-lung-Prox_S4_L001_I1_001.fastq.gz,HT-182-d125-lung-Prox_S4_L001.bam,HT-182-d125-lung-Prox_S4_L001.bam,ERR4027890,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR402/ERR4027890/HT-182-d125-lung-Prox_S4_L001.bam,cbc2c48fec89e1ea28b0b1a599c7fac9,P-MTAB-88694,P-MTAB-88695,Table_fetal_all_cell_pass_filtering_meta_data.txt,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8221/E-MTAB-8221.processed.2.zip,P-MTAB-88694,P-MTAB-88695,Table_fetal_all_cell_pass_filtering_count.txt.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8221/E-MTAB-8221.processed.1.zip,none,not applicable,  ,respiratory airway,middle airway,in vivo
33,Airway_18,ERS4467520,SAMEA6739635,Homo sapiens,individual 3,late embryo,18.0,week,female,respiratory airway,middle airway,normal,in vivo,organism part,P-MTAB-88688,P-MTAB-88689,P-MTAB-88690,Airway_18,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,RNA-Seq,450,20,read 2,0,98,0,read 1,16,3 prime tag,polyA RNA,10xV2,oligo-dT,0,index 1,8,10x,16,read 1,10,P-MTAB-88691,University of Michigan DNA Sequencing core,HT-182-d125-lung-Prox_S4_L002,group 6,sequencing assay,ERX4029231,HT-182-d125-lung-Prox_S4_L002_R1_001.fastq.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8221/HT-182-d125-lung-Prox_S4_L002_R1_001.fastq.gz,HT-182-d125-lung-Prox_S4_L002_R2_001.fastq.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8221/HT-182-d125-lung-Prox_S4_L002_R2_001.fastq.gz,HT-182-d125-lung-Prox_S4_L002_I1_001.fastq.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8221/HT-182-d125-lung-Prox_S4_L002_I1_001.fastq.gz,HT-182-d125-lung-Prox_S4_L002.bam,HT-182-d125-lung-Prox_S4_L002.bam,ERR4027891,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR402/ERR4027891/HT-182-d125-lung-Prox_S4_L002.bam,cd9118fd5f445f3d9c9e87f00f0ecd97,P-MTAB-88694,P-MTAB-88695,Table_fetal_all_cell_pass_filtering_meta_data.txt,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8221/E-MTAB-8221.processed.2.zip,P-MTAB-88694,P-MTAB-88695,Table_fetal_all_cell_pass_filtering_count.txt.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8221/E-MTAB-8221.processed.1.zip,none,not applicable,  ,respiratory airway,middle airway,in vivo
34,Airway_18,ERS4467520,SAMEA6739635,Homo sapiens,individual 3,late embryo,18.0,week,female,respiratory airway,middle airway,normal,in vivo,organism part,P-MTAB-88688,P-MTAB-88689,P-MTAB-88690,Airway_18,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,RNA-Seq,450,20,read 2,0,98,0,read 1,16,3 prime tag,polyA RNA,10xV2,oligo-dT,0,index 1,8,10x,16,read 1,10,P-MTAB-88691,University of Michigan DNA Sequencing core,HT-182-d125-lung-Prox_S4_L003,group 6,sequencing assay,ERX4029231,HT-182-d125-lung-Prox_S4_L003_R1_001.fastq.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8221/HT-182-d125-lung-Prox_S4_L003_R1_001.fastq.gz,HT-182-d125-lung-Prox_S4_L003_R2_001.fastq.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8221/HT-182-d125-lung-Prox_S4_L003_R2_001.fastq.gz,HT-182-d125-lung-Prox_S4_L003_I1_001.fastq.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8221/HT-182-d125-lung-Prox_S4_L003_I1_001.fastq.gz,HT-182-d125-lung-Prox_S4_L003.bam,HT-182-d125-lung-Prox_S4_L003.bam,ERR4027892,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR402/ERR4027892/HT-182-d125-lung-Prox_S4_L003.bam,6276f00e940bbe6738e09c23cdfb772f,P-MTAB-88694,P-MTAB-88695,Table_fetal_all_cell_pass_filtering_meta_data.txt,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8221/E-MTAB-8221.processed.2.zip,P-MTAB-88694,P-MTAB-88695,Table_fetal_all_cell_pass_filtering_count.txt.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8221/E-MTAB-8221.processed.1.zip,none,not applicable,  ,respiratory airway,middle airway,in vivo
35,Airway_18,ERS4467520,SAMEA6739635,Homo sapiens,individual 3,late embryo,18.0,week,female,respiratory airway,middle airway,normal,in vivo,organism part,P-MTAB-88688,P-MTAB-88689,P-MTAB-88690,Airway_18,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,RNA-Seq,450,20,read 2,0,98,0,read 1,16,3 prime tag,polyA RNA,10xV2,oligo-dT,0,index 1,8,10x,16,read 1,10,P-MTAB-88691,University of Michigan DNA Sequencing core,HT-182-d125-lung-Prox_S4_L004,group 6,sequencing assay,ERX4029231,HT-182-d125-lung-Prox_S4_L004_R1_001.fastq.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8221/HT-182-d125-lung-Prox_S4_L004_R1_001.fastq.gz,HT-182-d125-lung-Prox_S4_L004_R2_001.fastq.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8221/HT-182-d125-lung-Prox_S4_L004_R2_001.fastq.gz,HT-182-d125-lung-Prox_S4_L004_I1_001.fastq.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8221/HT-182-d125-lung-Prox_S4_L004_I1_001.fastq.gz,HT-182-d125-lung-Prox_S4_L004.bam,HT-182-d125-lung-Prox_S4_L004.bam,ERR4027893,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR402/ERR4027893/HT-182-d125-lung-Prox_S4_L004.bam,f49ae6159ada267aac2529d77471d1a3,P-MTAB-88694,P-MTAB-88695,Table_fetal_all_cell_pass_filtering_meta_data.txt,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8221/E-MTAB-8221.processed.2.zip,P-MTAB-88694,P-MTAB-88695,Table_fetal_all_cell_pass_filtering_count.txt.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8221/E-MTAB-8221.processed.1.zip,none,not applicable,  ,respiratory airway,middle airway,in vivo
36,Airway_18,ERS4467520,SAMEA6739635,Homo sapiens,individual 3,late embryo,18.0,week,female,respiratory airway,middle airway,normal,in vivo,organism part,P-MTAB-88688,P-MTAB-88689,P-MTAB-88690,Airway_18,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,RNA-Seq,450,20,read 2,0,98,0,read 1,16,3 prime tag,polyA RNA,10xV2,oligo-dT,0,index 1,8,10x,16,read 1,10,P-MTAB-88691,University of Michigan DNA Sequencing core,HT-182-d125-lung-Prox_S4_L005,group 6,sequencing assay,ERX4029231,HT-182-d125-lung-Prox_S4_L005_R1_001.fastq.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8221/HT-182-d125-lung-Prox_S4_L005_R1_001.fastq.gz,HT-182-d125-lung-Prox_S4_L005_R2_001.fastq.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8221/HT-182-d125-lung-Prox_S4_L005_R2_001.fastq.gz,HT-182-d125-lung-Prox_S4_L005_I1_001.fastq.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8221/HT-182-d125-lung-Prox_S4_L005_I1_001.fastq.gz,HT-182-d125-lung-Prox_S4_L005.bam,HT-182-d125-lung-Prox_S4_L005.bam,ERR4027894,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR402/ERR4027894/HT-182-d125-lung-Prox_S4_L005.bam,43a1da433de9583e74eb10f5584dc525,P-MTAB-88694,P-MTAB-88695,Table_fetal_all_cell_pass_filtering_meta_data.txt,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8221/E-MTAB-8221.processed.2.zip,P-MTAB-88694,P-MTAB-88695,Table_fetal_all_cell_pass_filtering_count.txt.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8221/E-MTAB-8221.processed.1.zip,none,not applicable,  ,respiratory airway,middle airway,in vivo
37,Airway_18,ERS4467520,SAMEA6739635,Homo sapiens,individual 3,late embryo,18.0,week,female,respiratory airway,middle airway,normal,in vivo,organism part,P-MTAB-88688,P-MTAB-88689,P-MTAB-88690,Airway_18,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,RNA-Seq,450,20,read 2,0,98,0,read 1,16,3 prime tag,polyA RNA,10xV2,oligo-dT,0,index 1,8,10x,16,read 1,10,P-MTAB-88691,University of Michigan DNA Sequencing core,HT-182-d125-lung-Prox_S4_L006,group 6,sequencing assay,ERX4029231,HT-182-d125-lung-Prox_S4_L006_R1_001.fastq.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8221/HT-182-d125-lung-Prox_S4_L006_R1_001.fastq.gz,HT-182-d125-lung-Prox_S4_L006_R2_001.fastq.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8221/HT-182-d125-lung-Prox_S4_L006_R2_001.fastq.gz,HT-182-d125-lung-Prox_S4_L006_I1_001.fastq.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8221/HT-182-d125-lung-Prox_S4_L006_I1_001.fastq.gz,HT-182-d125-lung-Prox_S4_L006.bam,HT-182-d125-lung-Prox_S4_L006.bam,ERR4027895,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR402/ERR4027895/HT-182-d125-lung-Prox_S4_L006.bam,b42bfaf2fe5d156c4d19e0db67b2772e,P-MTAB-88694,P-MTAB-88695,Table_fetal_all_cell_pass_filtering_meta_data.txt,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8221/E-MTAB-8221.processed.2.zip,P-MTAB-88694,P-MTAB-88695,Table_fetal_all_cell_pass_filtering_count.txt.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8221/E-MTAB-8221.processed.1.zip,none,not applicable,  ,respiratory airway,middle airway,in vivo
38,Airway_18,ERS4467520,SAMEA6739635,Homo sapiens,individual 3,late embryo,18.0,week,female,respiratory airway,middle airway,normal,in vivo,organism part,P-MTAB-88688,P-MTAB-88689,P-MTAB-88690,Airway_18,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,RNA-Seq,450,20,read 2,0,98,0,read 1,16,3 prime tag,polyA RNA,10xV2,oligo-dT,0,index 1,8,10x,16,read 1,10,P-MTAB-88691,University of Michigan DNA Sequencing core,HT-182-d125-lung-Prox_S4_L007,group 6,sequencing assay,ERX4029231,HT-182-d125-lung-Prox_S4_L007_R1_001.fastq.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8221/HT-182-d125-lung-Prox_S4_L007_R1_001.fastq.gz,HT-182-d125-lung-Prox_S4_L007_R2_001.fastq.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8221/HT-182-d125-lung-Prox_S4_L007_R2_001.fastq.gz,HT-182-d125-lung-Prox_S4_L007_I1_001.fastq.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8221/HT-182-d125-lung-Prox_S4_L007_I1_001.fastq.gz,HT-182-d125-lung-Prox_S4_L007.bam,HT-182-d125-lung-Prox_S4_L007.bam,ERR4027896,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR402/ERR4027896/HT-182-d125-lung-Prox_S4_L007.bam,32173dd1066a6861d6224cc32e7fdaee,P-MTAB-88694,P-MTAB-88695,Table_fetal_all_cell_pass_filtering_meta_data.txt,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8221/E-MTAB-8221.processed.2.zip,P-MTAB-88694,P-MTAB-88695,Table_fetal_all_cell_pass_filtering_count.txt.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8221/E-MTAB-8221.processed.1.zip,none,not applicable,  ,respiratory airway,middle airway,in vivo
39,Airway_18,ERS4467520,SAMEA6739635,Homo sapiens,individual 3,late embryo,18.0,week,female,respiratory airway,middle airway,normal,in vivo,organism part,P-MTAB-88688,P-MTAB-88689,P-MTAB-88690,Airway_18,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,RNA-Seq,450,20,read 2,0,98,0,read 1,16,3 prime tag,polyA RNA,10xV2,oligo-dT,0,index 1,8,10x,16,read 1,10,P-MTAB-88691,University of Michigan DNA Sequencing core,HT-182-d125-lung-Prox_S4_L008,group 6,sequencing assay,ERX4029231,HT-182-d125-lung-Prox_S4_L008_R1_001.fastq.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8221/HT-182-d125-lung-Prox_S4_L008_R1_001.fastq.gz,HT-182-d125-lung-Prox_S4_L008_R2_001.fastq.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8221/HT-182-d125-lung-Prox_S4_L008_R2_001.fastq.gz,HT-182-d125-lung-Prox_S4_L008_I1_001.fastq.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8221/HT-182-d125-lung-Prox_S4_L008_I1_001.fastq.gz,HT-182-d125-lung-Prox_S4_L008.bam,HT-182-d125-lung-Prox_S4_L008.bam,ERR4027897,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR402/ERR4027897/HT-182-d125-lung-Prox_S4_L008.bam,0a8b25ebb03f2c9106f42dace116605d,P-MTAB-88694,P-MTAB-88695,Table_fetal_all_cell_pass_filtering_meta_data.txt,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8221/E-MTAB-8221.processed.2.zip,P-MTAB-88694,P-MTAB-88695,Table_fetal_all_cell_pass_filtering_count.txt.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8221/E-MTAB-8221.processed.1.zip,none,not applicable,  ,respiratory airway,middle airway,in vivo
